time,instruction,arg_1,arg_2
0.36,POSITION,'{"5": {"position": 1464, "speed": 4000}}',""
0.58,POSITION,'{"5": {"position": 1466, "speed": 4000}}',""
0.61,POSITION,'{"5": {"position": 1468, "speed": 4000}}',""
0.62,POSITION,'{"5": {"position": 1471, "speed": 4000}}',""
0.64,POSITION,'{"5": {"position": 1473, "speed": 4000}}',""
0.66,POSITION,'{"5": {"position": 1475, "speed": 4000}}',""
0.66,POSITION,'{"12": {"position": 1327, "speed": 4000}}',""
0.67,POSITION,'{"5": {"position": 1477, "speed": 4000}}',""
0.69,POSITION,'{"5": {"position": 1481, "speed": 4000}}',""
0.69,POSITION,'{"12": {"position": 1329, "speed": 4000}, "13": {"position": 1598, "speed": 4000}}',""
0.71,POSITION,'{"5": {"position": 1483, "speed": 4000}}',""
0.72,POSITION,'{"5": {"position": 1488, "speed": 4000}}',""
0.73,POSITION,'{"5": {"position": 1491, "speed": 4000}}',""
0.73,POSITION,'{"12": {"position": 1331, "speed": 4000}}',""
0.74,POSITION,'{"5": {"position": 1497, "speed": 4000}}',""
0.74,POSITION,'{"12": {"position": 1333, "speed": 4000}, "13": {"position": 1597, "speed": 4000}}',""
0.76,POSITION,'{"5": {"position": 1503, "speed": 4000}}',""
0.76,POSITION,'{"12": {"position": 1336, "speed": 4000}, "13": {"position": 1596, "speed": 4000}}',""
0.77,POSITION,'{"5": {"position": 1507, "speed": 4000}}',""
0.77,POSITION,'{"12": {"position": 1339, "speed": 4000}, "13": {"position": 1595, "speed": 4000}}',""
0.78,POSITION,'{"5": {"position": 1509, "speed": 4000}}',""
0.8,POSITION,'{"5": {"position": 1512, "speed": 4000}}',""
0.8,POSITION,'{"12": {"position": 1344, "speed": 4000}, "13": {"position": 1594, "speed": 4000}}',""
0.81,POSITION,'{"5": {"position": 1516, "speed": 4000}}',""
0.81,POSITION,'{"12": {"position": 1349, "speed": 4000}, "13": {"position": 1593, "speed": 4000}}',""
0.82,POSITION,'{"5": {"position": 1519, "speed": 4000}}',""
0.82,POSITION,'{"12": {"position": 1351, "speed": 4000}, "13": {"position": 1592, "speed": 4000}}',""
0.84,POSITION,'{"5": {"position": 1524, "speed": 4000}}',""
0.84,POSITION,'{"12": {"position": 1359, "speed": 4000}, "13": {"position": 1590, "speed": 4000}}',""
0.85,POSITION,'{"5": {"position": 1526, "speed": 4000}}',""
0.85,POSITION,'{"12": {"position": 1362, "speed": 4000}, "13": {"position": 1589, "speed": 4000}}',""
0.87,POSITION,'{"5": {"position": 1531, "speed": 4000}}',""
0.87,POSITION,'{"12": {"position": 1369, "speed": 4000}, "13": {"position": 1587, "speed": 4000}}',""
0.88,POSITION,'{"5": {"position": 1535, "speed": 4000}}',""
0.88,POSITION,'{"12": {"position": 1374, "speed": 4000}, "13": {"position": 1585, "speed": 4000}}',""
0.9,POSITION,'{"5": {"position": 1539, "speed": 4000}}',""
0.9,POSITION,'{"12": {"position": 1379, "speed": 4000}, "13": {"position": 1584, "speed": 4000}}',""
0.91,POSITION,'{"5": {"position": 1550, "speed": 4000}}',""
0.91,POSITION,'{"12": {"position": 1384, "speed": 4000}, "13": {"position": 1582, "speed": 4000}}',""
0.93,POSITION,'{"12": {"position": 1387, "speed": 4000}}',""
0.94,POSITION,'{"12": {"position": 1395, "speed": 4000}, "13": {"position": 1579, "speed": 4000}}',""
0.94,POSITION,'{"8": {"position": 1651, "speed": 4000}, "9": {"position": 1427, "speed": 4000}, "10": {"position": 1398, "speed": 4000}, "11": {"position": 1502, "speed": 4000}}',""
0.95,POSITION,'{"7": {"position": 1520, "speed": 4000}, "6": {"position": 1569, "speed": 4000}}',""
0.95,POSITION,'{"12": {"position": 1399, "speed": 4000}, "13": {"position": 1578, "speed": 4000}}',""
0.96,POSITION,'{"12": {"position": 1408, "speed": 4000}, "13": {"position": 1576, "speed": 4000}}',""
0.96,POSITION,'{"8": {"position": 1653, "speed": 4000}, "9": {"position": 1425, "speed": 4000}, "10": {"position": 1396, "speed": 4000}, "11": {"position": 1505, "speed": 4000}}',""
0.98,POSITION,'{"12": {"position": 1418, "speed": 4000}, "13": {"position": 1573, "speed": 4000}}',""
0.98,POSITION,'{"8": {"position": 1655, "speed": 4000}, "9": {"position": 1423, "speed": 4000}, "10": {"position": 1394, "speed": 4000}, "11": {"position": 1507, "speed": 4000}}',""
0.99,POSITION,'{"7": {"position": 1522, "speed": 4000}, "6": {"position": 1568, "speed": 4000}}',""
0.99,POSITION,'{"12": {"position": 1422, "speed": 4000}, "13": {"position": 1572, "speed": 4000}}',""
0.99,POSITION,'{"9": {"position": 1422, "speed": 4000}, "11": {"position": 1509, "speed": 4000}}',""
1.0,POSITION,'{"12": {"position": 1429, "speed": 4000}, "13": {"position": 1570, "speed": 4000}}',""
1.0,POSITION,'{"8": {"position": 1657, "speed": 4000}, "9": {"position": 1420, "speed": 4000}, "10": {"position": 1392, "speed": 4000}, "11": {"position": 1511, "speed": 4000}}',""
1.01,POSITION,'{"12": {"position": 1432, "speed": 4000}, "13": {"position": 1569, "speed": 4000}}',""
1.01,POSITION,'{"8": {"position": 1658, "speed": 4000}, "9": {"position": 1419, "speed": 4000}, "10": {"position": 1391, "speed": 4000}, "11": {"position": 1513, "speed": 4000}}',""
1.03,POSITION,'{"12": {"position": 1437, "speed": 4000}, "13": {"position": 1567, "speed": 4000}}',""
1.03,POSITION,'{"8": {"position": 1660, "speed": 4000}, "9": {"position": 1417, "speed": 4000}, "10": {"position": 1389, "speed": 4000}, "11": {"position": 1515, "speed": 4000}}',""
1.04,POSITION,'{"12": {"position": 1439, "speed": 4000}}',""
1.05,POSITION,'{"9": {"position": 1415, "speed": 4000}, "11": {"position": 1517, "speed": 4000}}',""
1.05,POSITION,'{"12": {"position": 1444, "speed": 4000}, "13": {"position": 1565, "speed": 4000}}',""
1.05,POSITION,'{"8": {"position": 1662, "speed": 4000}, "9": {"position": 1414, "speed": 4000}, "10": {"position": 1387, "speed": 4000}, "11": {"position": 1519, "speed": 4000}}',""
1.06,POSITION,'{"12": {"position": 1447, "speed": 4000}}',""
1.08,POSITION,'{"12": {"position": 1454, "speed": 4000}, "13": {"position": 1563, "speed": 4000}}',""
1.08,POSITION,'{"8": {"position": 1663, "speed": 4000}, "9": {"position": 1412, "speed": 4000}, "10": {"position": 1386, "speed": 4000}, "11": {"position": 1521, "speed": 4000}}',""
1.09,POSITION,'{"12": {"position": 1458, "speed": 4000}, "13": {"position": 1561, "speed": 4000}}',""
1.1,POSITION,'{"12": {"position": 1465, "speed": 4000}, "13": {"position": 1559, "speed": 4000}}',""
1.11,POSITION,'{"12": {"position": 1469, "speed": 4000}, "13": {"position": 1558, "speed": 4000}}',""
1.12,POSITION,'{"8": {"position": 1665, "speed": 4000}, "9": {"position": 1410, "speed": 4000}, "10": {"position": 1384, "speed": 4000}, "11": {"position": 1523, "speed": 4000}}',""
1.13,POSITION,'{"12": {"position": 1475, "speed": 4000}, "13": {"position": 1556, "speed": 4000}}',""
1.13,POSITION,'{"8": {"position": 1666, "speed": 4000}, "9": {"position": 1409, "speed": 4000}, "10": {"position": 1383, "speed": 4000}, "11": {"position": 1525, "speed": 4000}}',""
1.14,POSITION,'{"12": {"position": 1480, "speed": 4000}, "13": {"position": 1555, "speed": 4000}}',""
1.15,POSITION,'{"12": {"position": 1482, "speed": 4000}, "13": {"position": 1554, "speed": 4000}}',""
1.17,POSITION,'{"12": {"position": 1486, "speed": 4000}, "13": {"position": 1553, "speed": 4000}}',""
1.18,POSITION,'{"12": {"position": 1490, "speed": 4000}, "13": {"position": 1552, "speed": 4000}}',""
1.18,POSITION,'{"8": {"position": 1667, "speed": 4000}, "9": {"position": 1407, "speed": 4000}, "10": {"position": 1382, "speed": 4000}, "11": {"position": 1527, "speed": 4000}}',""
1.2,POSITION,'{"12": {"position": 1492, "speed": 4000}}',""
1.21,POSITION,'{"12": {"position": 1494, "speed": 4000}, "13": {"position": 1551, "speed": 4000}}',""
1.24,POSITION,'{"12": {"position": 1496, "speed": 4000}, "13": {"position": 1550, "speed": 4000}}',""
1.25,POSITION,'{"7": {"position": 1524, "speed": 4000}, "6": {"position": 1566, "speed": 4000}}',""
1.25,POSITION,'{"12": {"position": 1500, "speed": 4000}}',""
1.25,POSITION,'{"8": {"position": 1668, "speed": 4000}, "9": {"position": 1406, "speed": 4000}, "10": {"position": 1381, "speed": 4000}, "11": {"position": 1529, "speed": 4000}}',""
1.27,POSITION,'{"8": {"position": 1669, "speed": 4000}, "9": {"position": 1404, "speed": 4000}, "10": {"position": 1380, "speed": 4000}, "11": {"position": 1530, "speed": 4000}}',""
1.28,POSITION,'{"7": {"position": 1527, "speed": 4000}, "6": {"position": 1564, "speed": 4000}}',""
1.3,POSITION,'{"7": {"position": 1531, "speed": 4000}, "6": {"position": 1561, "speed": 4000}}',""
1.3,POSITION,'{"8": {"position": 1670, "speed": 4000}, "9": {"position": 1403, "speed": 4000}, "10": {"position": 1379, "speed": 4000}, "11": {"position": 1532, "speed": 4000}}',""
1.33,POSITION,'{"7": {"position": 1536, "speed": 4000}, "6": {"position": 1557, "speed": 4000}}',""
1.33,POSITION,'{"8": {"position": 1672, "speed": 4000}, "9": {"position": 1401, "speed": 4000}, "10": {"position": 1377, "speed": 4000}, "11": {"position": 1534, "speed": 4000}}',""
1.34,POSITION,'{"7": {"position": 1538, "speed": 4000}, "6": {"position": 1556, "speed": 4000}}',""
1.35,POSITION,'{"7": {"position": 1542, "speed": 4000}, "6": {"position": 1553, "speed": 4000}}',""
1.35,POSITION,'{"8": {"position": 1674, "speed": 4000}, "9": {"position": 1398, "speed": 4000}, "10": {"position": 1375, "speed": 4000}, "11": {"position": 1538, "speed": 4000}}',""
1.36,POSITION,'{"7": {"position": 1544, "speed": 4000}, "6": {"position": 1551, "speed": 4000}}',""
1.37,POSITION,'{"8": {"position": 1676, "speed": 4000}, "9": {"position": 1396, "speed": 4000}, "10": {"position": 1373, "speed": 4000}, "11": {"position": 1541, "speed": 4000}}',""
1.38,POSITION,'{"7": {"position": 1548, "speed": 4000}, "6": {"position": 1548, "speed": 4000}}',""
1.38,POSITION,'{"8": {"position": 1678, "speed": 4000}, "9": {"position": 1393, "speed": 4000}, "10": {"position": 1371, "speed": 4000}, "11": {"position": 1544, "speed": 4000}}',""
1.39,POSITION,'{"7": {"position": 1551, "speed": 4000}, "6": {"position": 1546, "speed": 4000}}',""
1.4,POSITION,'{"7": {"position": 1555, "speed": 4000}, "6": {"position": 1543, "speed": 4000}}',""
1.4,POSITION,'{"8": {"position": 1679, "speed": 4000}, "9": {"position": 1392, "speed": 4000}, "10": {"position": 1370, "speed": 4000}, "11": {"position": 1546, "speed": 4000}}',""
1.41,POSITION,'{"8": {"position": 1680, "speed": 4000}, "9": {"position": 1390, "speed": 4000}, "10": {"position": 1369, "speed": 4000}, "11": {"position": 1548, "speed": 4000}}',""
1.42,POSITION,'{"7": {"position": 1560, "speed": 4000}, "6": {"position": 1539, "speed": 4000}}',""
1.42,POSITION,'{"5": {"position": 1548, "speed": 4000}}',""
1.42,POSITION,'{"8": {"position": 1682, "speed": 4000}, "9": {"position": 1388, "speed": 4000}, "10": {"position": 1367, "speed": 4000}, "11": {"position": 1550, "speed": 4000}}',""
1.44,POSITION,'{"7": {"position": 1565, "speed": 4000}, "6": {"position": 1535, "speed": 4000}}',""
1.44,POSITION,'{"5": {"position": 1546, "speed": 4000}}',""
1.45,POSITION,'{"7": {"position": 1567, "speed": 4000}, "6": {"position": 1534, "speed": 4000}}',""
1.45,POSITION,'{"5": {"position": 1544, "speed": 4000}}',""
1.46,POSITION,'{"8": {"position": 1684, "speed": 4000}, "9": {"position": 1386, "speed": 4000}, "10": {"position": 1365, "speed": 4000}, "11": {"position": 1553, "speed": 4000}}',""
1.47,POSITION,'{"7": {"position": 1571, "speed": 4000}, "6": {"position": 1531, "speed": 4000}}',""
1.47,POSITION,'{"5": {"position": 1541, "speed": 4000}}',""
1.47,POSITION,'{"8": {"position": 1686, "speed": 4000}, "9": {"position": 1383, "speed": 4000}, "10": {"position": 1363, "speed": 4000}, "11": {"position": 1556, "speed": 4000}}',""
1.48,POSITION,'{"7": {"position": 1575, "speed": 4000}, "6": {"position": 1528, "speed": 4000}}',""
1.48,POSITION,'{"5": {"position": 1538, "speed": 4000}}',""
1.51,POSITION,'{"7": {"position": 1580, "speed": 4000}, "6": {"position": 1524, "speed": 4000}}',""
1.51,POSITION,'{"5": {"position": 1533, "speed": 4000}}',""
1.51,POSITION,'{"8": {"position": 1688, "speed": 4000}, "9": {"position": 1380, "speed": 4000}, "10": {"position": 1361, "speed": 4000}, "11": {"position": 1560, "speed": 4000}}',""
1.52,POSITION,'{"8": {"position": 1689, "speed": 4000}, "9": {"position": 1378, "speed": 4000}, "10": {"position": 1360, "speed": 4000}, "11": {"position": 1562, "speed": 4000}}',""
1.53,POSITION,'{"7": {"position": 1583, "speed": 4000}, "6": {"position": 1522, "speed": 4000}}',""
1.53,POSITION,'{"5": {"position": 1528, "speed": 4000}}',""
1.54,POSITION,'{"7": {"position": 1585, "speed": 4000}, "6": {"position": 1521, "speed": 4000}}',""
1.54,POSITION,'{"8": {"position": 1690, "speed": 4000}, "9": {"position": 1377, "speed": 4000}, "10": {"position": 1359, "speed": 4000}, "11": {"position": 1564, "speed": 4000}}',""
1.55,POSITION,'{"7": {"position": 1587, "speed": 4000}, "6": {"position": 1519, "speed": 4000}}',""
1.56,POSITION,'{"5": {"position": 1523, "speed": 4000}}',""
1.57,POSITION,'{"7": {"position": 1589, "speed": 4000}, "6": {"position": 1518, "speed": 4000}}',""
1.57,POSITION,'{"5": {"position": 1519, "speed": 4000}}',""
1.58,POSITION,'{"5": {"position": 1517, "speed": 4000}}',""
1.59,POSITION,'{"7": {"position": 1592, "speed": 4000}, "6": {"position": 1515, "speed": 4000}}',""
1.59,POSITION,'{"5": {"position": 1513, "speed": 4000}}',""
1.6,POSITION,'{"8": {"position": 1692, "speed": 4000}, "9": {"position": 1375, "speed": 4000}, "10": {"position": 1357, "speed": 4000}, "11": {"position": 1566, "speed": 4000}}',""
1.61,POSITION,'{"5": {"position": 1510, "speed": 4000}}',""
1.62,POSITION,'{"7": {"position": 1594, "speed": 4000}, "6": {"position": 1513, "speed": 4000}}',""
1.62,POSITION,'{"5": {"position": 1506, "speed": 4000}}',""
1.63,POSITION,'{"5": {"position": 1504, "speed": 4000}}',""
1.64,POSITION,'{"8": {"position": 1693, "speed": 4000}, "9": {"position": 1374, "speed": 4000}, "10": {"position": 1356, "speed": 4000}, "11": {"position": 1568, "speed": 4000}}',""
1.65,POSITION,'{"5": {"position": 1501, "speed": 4000}}',""
1.66,POSITION,'{"7": {"position": 1596, "speed": 4000}, "6": {"position": 1512, "speed": 4000}}',""
1.66,POSITION,'{"5": {"position": 1498, "speed": 4000}}',""
1.69,POSITION,'{"5": {"position": 1495, "speed": 4000}}',""
1.69,POSITION,'{"8": {"position": 1694, "speed": 4000}, "9": {"position": 1372, "speed": 4000}, "10": {"position": 1355, "speed": 4000}, "11": {"position": 1569, "speed": 4000}}',""
1.7,POSITION,'{"5": {"position": 1493, "speed": 4000}}',""
