time,instruction,arg_1,arg_2
0.01,POSITION,'{"2": {"position": 1129, "speed": 4000}, "3": {"position": 1193, "speed": 4000}}',""
1.21,POSITION,'{"2": {"position": 1132, "speed": 4000}, "3": {"position": 1191, "speed": 4000}}',""
1.24,POSITION,'{"2": {"position": 1135, "speed": 4000}, "3": {"position": 1188, "speed": 4000}}',""
1.24,POSITION,'{"2": {"position": 1141, "speed": 4000}, "3": {"position": 1183, "speed": 4000}}',""
1.25,POSITION,'{"2": {"position": 1143, "speed": 4000}, "3": {"position": 1180, "speed": 4000}}',""
1.27,POSITION,'{"2": {"position": 1148, "speed": 4000}, "3": {"position": 1175, "speed": 4000}}',""
1.28,POSITION,'{"2": {"position": 1151, "speed": 4000}, "3": {"position": 1173, "speed": 4000}}',""
1.29,POSITION,'{"2": {"position": 1155, "speed": 4000}, "3": {"position": 1169, "speed": 4000}}',""
1.31,POSITION,'{"2": {"position": 1158, "speed": 4000}, "3": {"position": 1167, "speed": 4000}}',""
1.32,POSITION,'{"2": {"position": 1160, "speed": 4000}, "3": {"position": 1165, "speed": 4000}}',""
1.36,POSITION,'{"2": {"position": 1161, "speed": 4000}, "3": {"position": 1163, "speed": 4000}}',""
1.36,POSITION,'{"2": {"position": 1163, "speed": 4000}, "3": {"position": 1162, "speed": 4000}}',""
1.38,POSITION,'{"2": {"position": 1165, "speed": 4000}, "3": {"position": 1160, "speed": 4000}}',""
1.41,POSITION,'{"2": {"position": 1168, "speed": 4000}, "3": {"position": 1157, "speed": 4000}}',""
1.44,POSITION,'{"2": {"position": 1171, "speed": 4000}, "3": {"position": 1154, "speed": 4000}}',""
1.45,POSITION,'{"2": {"position": 1174, "speed": 4000}, "3": {"position": 1152, "speed": 4000}}',""
1.46,POSITION,'{"2": {"position": 1176, "speed": 4000}, "3": {"position": 1150, "speed": 4000}}',""
1.49,POSITION,'{"2": {"position": 1179, "speed": 4000}, "3": {"position": 1147, "speed": 4000}}',""
1.49,POSITION,'{"2": {"position": 1182, "speed": 4000}, "3": {"position": 1145, "speed": 4000}}',""
1.51,POSITION,'{"2": {"position": 1184, "speed": 4000}, "3": {"position": 1142, "speed": 4000}}',""
1.52,POSITION,'{"2": {"position": 1186, "speed": 4000}, "3": {"position": 1140, "speed": 4000}}',""
1.55,POSITION,'{"2": {"position": 1189, "speed": 4000}, "3": {"position": 1138, "speed": 4000}}',""
1.58,POSITION,'{"2": {"position": 1191, "speed": 4000}, "3": {"position": 1136, "speed": 4000}}',""
1.67,POSITION,'{"2": {"position": 1193, "speed": 4000}, "3": {"position": 1134, "speed": 4000}}',""
1.73,POSITION,'{"2": {"position": 1196, "speed": 4000}, "3": {"position": 1131, "speed": 4000}}',""
1.76,POSITION,'{"2": {"position": 1199, "speed": 4000}, "3": {"position": 1129, "speed": 4000}}',""
1.81,POSITION,{},""
1.81,POSITION,'{"2": {"position": 1201, "speed": 4000}, "3": {"position": 1127, "speed": 4000}}',""
1.85,POSITION,'{"2": {"position": 1203, "speed": 4000}, "3": {"position": 1125, "speed": 4000}}',""
1.89,POSITION,'{"2": {"position": 1205, "speed": 4000}, "3": {"position": 1123, "speed": 4000}}',""
1.95,POSITION,'{"2": {"position": 1207, "speed": 4000}, "3": {"position": 1121, "speed": 4000}}',""
1.96,POSITION,'{"2": {"position": 1209, "speed": 4000}, "3": {"position": 1119, "speed": 4000}}',""
1.97,POSITION,'{"2": {"position": 1211, "speed": 4000}, "3": {"position": 1118, "speed": 4000}}',""
2.01,POSITION,'{"2": {"position": 1213, "speed": 4000}, "3": {"position": 1115, "speed": 4000}}',""
2.06,POSITION,'{"2": {"position": 1215, "speed": 4000}, "3": {"position": 1113, "speed": 4000}}',""
2.11,POSITION,'{"2": {"position": 1218, "speed": 4000}, "3": {"position": 1111, "speed": 4000}}',""
2.16,POSITION,'{"2": {"position": 1220, "speed": 4000}, "3": {"position": 1109, "speed": 4000}}',""
2.28,POSITION,'{"2": {"position": 1223, "speed": 4000}, "3": {"position": 1107, "speed": 4000}}',""
2.3,POSITION,'{"2": {"position": 1225, "speed": 4000}, "3": {"position": 1104, "speed": 4000}}',""
2.31,POSITION,'{"2": {"position": 1227, "speed": 4000}, "3": {"position": 1103, "speed": 4000}}',""
2.32,POSITION,'{"2": {"position": 1229, "speed": 4000}, "3": {"position": 1101, "speed": 4000}}',""
2.34,POSITION,'{"2": {"position": 1233, "speed": 4000}, "3": {"position": 1097, "speed": 4000}}',""
2.38,POSITION,'{"2": {"position": 1235, "speed": 4000}, "3": {"position": 1095, "speed": 4000}}',""
2.4,POSITION,'{"2": {"position": 1238, "speed": 4000}, "3": {"position": 1092, "speed": 4000}}',""
2.43,POSITION,'{"2": {"position": 1241, "speed": 4000}, "3": {"position": 1090, "speed": 4000}}',""
2.46,POSITION,'{"2": {"position": 1242, "speed": 4000}, "3": {"position": 1088, "speed": 4000}}',""
2.48,POSITION,'{"2": {"position": 1244, "speed": 4000}, "3": {"position": 1087, "speed": 4000}}',""
2.51,POSITION,'{"2": {"position": 1246, "speed": 4000}, "3": {"position": 1085, "speed": 4000}}',""
2.68,POSITION,'{"2": {"position": 1248, "speed": 4000}, "3": {"position": 1083, "speed": 4000}}',""
2.69,POSITION,{},""
2.72,POSITION,'{"2": {"position": 1250, "speed": 4000}, "3": {"position": 1081, "speed": 4000}}',""
2.74,POSITION,'{"4": {"position": 1501, "speed": 4000}, "1": {"position": 752, "speed": 4000}}',""
2.74,POSITION,'{"2": {"position": 1253, "speed": 4000}, "3": {"position": 1079, "speed": 4000}}',""
2.77,POSITION,'{"2": {"position": 1255, "speed": 4000}, "3": {"position": 1076, "speed": 4000}}',""
2.78,POSITION,'{"2": {"position": 1257, "speed": 4000}, "3": {"position": 1075, "speed": 4000}}',""
2.82,POSITION,'{"4": {"position": 1502, "speed": 4000}, "1": {"position": 754, "speed": 4000}}',""
2.82,POSITION,'{"2": {"position": 1260, "speed": 4000}, "3": {"position": 1072, "speed": 4000}}',""
2.82,POSITION,'{"2": {"position": 1264, "speed": 4000}, "3": {"position": 1068, "speed": 4000}}',""
2.87,POSITION,'{"4": {"position": 1503, "speed": 4000}, "1": {"position": 757, "speed": 4000}}',""
2.87,POSITION,'{"2": {"position": 1268, "speed": 4000}, "3": {"position": 1064, "speed": 4000}}',""
2.87,POSITION,'{"2": {"position": 1270, "speed": 4000}, "3": {"position": 1063, "speed": 4000}}',""
2.87,POSITION,'{"2": {"position": 1273, "speed": 4000}, "3": {"position": 1060, "speed": 4000}}',""
2.9,POSITION,'{"2": {"position": 1275, "speed": 4000}, "3": {"position": 1058, "speed": 4000}}',""
2.92,POSITION,'{"4": {"position": 1504, "speed": 4000}, "1": {"position": 759, "speed": 4000}}',""
2.92,POSITION,'{"2": {"position": 1278, "speed": 4000}, "3": {"position": 1055, "speed": 4000}}',""
2.92,POSITION,'{"2": {"position": 1281, "speed": 4000}, "3": {"position": 1052, "speed": 4000}}',""
2.93,POSITION,'{"2": {"position": 1283, "speed": 4000}, "3": {"position": 1051, "speed": 4000}}',""
2.96,POSITION,'{"4": {"position": 1505, "speed": 4000}, "1": {"position": 761, "speed": 4000}}',""
2.96,POSITION,'{"2": {"position": 1285, "speed": 4000}, "3": {"position": 1048, "speed": 4000}}',""
2.96,POSITION,'{"2": {"position": 1288, "speed": 4000}, "3": {"position": 1046, "speed": 4000}}',""
3.01,POSITION,'{"4": {"position": 1506, "speed": 4000}, "1": {"position": 763, "speed": 4000}}',""
3.01,POSITION,'{"2": {"position": 1290, "speed": 4000}, "3": {"position": 1044, "speed": 4000}}',""
3.01,POSITION,'{"2": {"position": 1292, "speed": 4000}, "3": {"position": 1042, "speed": 4000}}',""
3.03,POSITION,'{"4": {"position": 1507, "speed": 4000}, "1": {"position": 765, "speed": 4000}}',""
3.03,POSITION,'{"2": {"position": 1294, "speed": 4000}, "3": {"position": 1040, "speed": 4000}}',""
3.05,POSITION,'{"4": {"position": 1508, "speed": 4000}, "1": {"position": 768, "speed": 4000}}',""
3.07,POSITION,'{"2": {"position": 1297, "speed": 4000}, "3": {"position": 1038, "speed": 4000}}',""
3.09,POSITION,'{"4": {"position": 1510, "speed": 4000}, "1": {"position": 771, "speed": 4000}}',""
3.09,POSITION,'{"2": {"position": 1298, "speed": 4000}, "3": {"position": 1036, "speed": 4000}}',""
3.09,POSITION,'{"4": {"position": 1511, "speed": 4000}, "1": {"position": 774, "speed": 4000}}',""
3.11,POSITION,{},""
3.11,POSITION,'{"2": {"position": 1300, "speed": 4000}, "3": {"position": 1035, "speed": 4000}}',""
3.13,POSITION,'{"4": {"position": 1513, "speed": 4000}, "1": {"position": 777, "speed": 4000}}',""
3.13,POSITION,'{"2": {"position": 1303, "speed": 4000}, "3": {"position": 1032, "speed": 4000}}',""
3.13,POSITION,'{"4": {"position": 1514, "speed": 4000}, "1": {"position": 779, "speed": 4000}}',""
3.14,POSITION,'{"2": {"position": 1307, "speed": 4000}, "3": {"position": 1029, "speed": 4000}}',""
3.17,POSITION,'{"4": {"position": 1515, "speed": 4000}, "1": {"position": 781, "speed": 4000}}',""
3.17,POSITION,'{"2": {"position": 1308, "speed": 4000}, "3": {"position": 1027, "speed": 4000}}',""
3.17,POSITION,'{"2": {"position": 1310, "speed": 4000}, "3": {"position": 1025, "speed": 4000}}',""
3.17,POSITION,'{"2": {"position": 1312, "speed": 4000}, "3": {"position": 1023, "speed": 4000}}',""
3.21,POSITION,'{"4": {"position": 1516, "speed": 4000}, "1": {"position": 783, "speed": 4000}}',""
3.21,POSITION,'{"2": {"position": 1315, "speed": 4000}, "3": {"position": 1021, "speed": 4000}}',""
3.23,POSITION,'{"4": {"position": 1517, "speed": 4000}, "1": {"position": 786, "speed": 4000}}',""
3.23,POSITION,'{"2": {"position": 1317, "speed": 4000}, "3": {"position": 1019, "speed": 4000}}',""
3.25,POSITION,'{"4": {"position": 1518, "speed": 4000}, "1": {"position": 788, "speed": 4000}}',""
3.25,POSITION,'{"2": {"position": 1319, "speed": 4000}, "3": {"position": 1017, "speed": 4000}}',""
3.25,POSITION,'{"4": {"position": 1520, "speed": 4000}, "1": {"position": 791, "speed": 4000}}',""
3.27,POSITION,'{"4": {"position": 1521, "speed": 4000}, "1": {"position": 793, "speed": 4000}}',""
3.27,POSITION,'{"2": {"position": 1321, "speed": 4000}, "3": {"position": 1015, "speed": 4000}}',""
3.3,POSITION,{},""
3.3,POSITION,'{"4": {"position": 1522, "speed": 4000}, "1": {"position": 796, "speed": 4000}}',""
3.3,POSITION,'{"2": {"position": 1324, "speed": 4000}, "3": {"position": 1012, "speed": 4000}}',""
3.31,POSITION,'{"4": {"position": 1524, "speed": 4000}, "1": {"position": 799, "speed": 4000}}',""
3.31,POSITION,'{"2": {"position": 1327, "speed": 4000}, "3": {"position": 1010, "speed": 4000}}',""
3.33,POSITION,'{"4": {"position": 1525, "speed": 4000}, "1": {"position": 802, "speed": 4000}}',""
3.33,POSITION,'{"2": {"position": 1329, "speed": 4000}, "3": {"position": 1008, "speed": 4000}}',""
3.33,POSITION,'{"4": {"position": 1526, "speed": 4000}, "1": {"position": 805, "speed": 4000}}',""
3.36,POSITION,'{"4": {"position": 1528, "speed": 4000}, "1": {"position": 809, "speed": 4000}}',""
3.36,POSITION,'{"2": {"position": 1333, "speed": 4000}, "3": {"position": 1004, "speed": 4000}}',""
3.39,POSITION,'{"4": {"position": 1531, "speed": 4000}, "1": {"position": 815, "speed": 4000}}',""
3.39,POSITION,'{"2": {"position": 1338, "speed": 4000}, "3": {"position": 999, "speed": 4000}}',""
3.4,POSITION,{},""
3.4,POSITION,'{"4": {"position": 1532, "speed": 4000}, "1": {"position": 817, "speed": 4000}}',""
3.4,POSITION,'{"2": {"position": 1341, "speed": 4000}, "3": {"position": 996, "speed": 4000}}',""
3.42,POSITION,'{"4": {"position": 1534, "speed": 4000}, "1": {"position": 820, "speed": 4000}}',""
3.42,POSITION,'{"2": {"position": 1343, "speed": 4000}, "3": {"position": 995, "speed": 4000}}',""
3.43,POSITION,'{"4": {"position": 1535, "speed": 4000}, "1": {"position": 823, "speed": 4000}}',""
3.43,POSITION,'{"2": {"position": 1345, "speed": 4000}, "3": {"position": 993, "speed": 4000}}',""
3.45,POSITION,'{"4": {"position": 1537, "speed": 4000}, "1": {"position": 826, "speed": 4000}}',""
3.45,POSITION,'{"2": {"position": 1347, "speed": 4000}, "3": {"position": 991, "speed": 4000}}',""
3.46,POSITION,'{"4": {"position": 1539, "speed": 4000}, "1": {"position": 830, "speed": 4000}}',""
3.46,POSITION,'{"2": {"position": 1350, "speed": 4000}, "3": {"position": 989, "speed": 4000}}',""
3.46,POSITION,'{"4": {"position": 1540, "speed": 4000}, "1": {"position": 833, "speed": 4000}}',""
3.47,POSITION,'{"2": {"position": 1351, "speed": 4000}, "3": {"position": 987, "speed": 4000}}',""
3.47,POSITION,'{"4": {"position": 1542, "speed": 4000}, "1": {"position": 837, "speed": 4000}}',""
3.47,POSITION,'{"2": {"position": 1356, "speed": 4000}, "3": {"position": 983, "speed": 4000}}',""
3.49,POSITION,'{"4": {"position": 1543, "speed": 4000}, "1": {"position": 839, "speed": 4000}}',""
3.49,POSITION,'{"2": {"position": 1359, "speed": 4000}, "3": {"position": 980, "speed": 4000}}',""
3.5,POSITION,'{"4": {"position": 1545, "speed": 4000}, "1": {"position": 844, "speed": 4000}}',""
3.5,POSITION,'{"2": {"position": 1363, "speed": 4000}, "3": {"position": 976, "speed": 4000}}',""
3.53,POSITION,'{"4": {"position": 1547, "speed": 4000}, "1": {"position": 848, "speed": 4000}}',""
3.53,POSITION,'{"2": {"position": 1367, "speed": 4000}, "3": {"position": 973, "speed": 4000}}',""
3.53,POSITION,{},""
3.53,POSITION,'{"2": {"position": 1368, "speed": 4000}, "3": {"position": 971, "speed": 4000}}',""
3.55,POSITION,'{"4": {"position": 1549, "speed": 4000}, "1": {"position": 851, "speed": 4000}}',""
3.55,POSITION,'{"2": {"position": 1371, "speed": 4000}, "3": {"position": 969, "speed": 4000}}',""
3.55,POSITION,'{"4": {"position": 1550, "speed": 4000}, "1": {"position": 854, "speed": 4000}}',""
3.58,POSITION,'{"4": {"position": 1551, "speed": 4000}, "1": {"position": 857, "speed": 4000}}',""
3.58,POSITION,'{"2": {"position": 1373, "speed": 4000}, "3": {"position": 967, "speed": 4000}}',""
