state,interaction_name
IDLE,idle_1
ACTIVATING,waking
INTERRUPTED_ACTIVATING,waking_fast
ACTIVE,hi_hello_yes_you
ACTIVE,look_around
ACTIVE,secret
ACTIVE,anger
ACTIVE,i_didnt_mean_it
ACTIVE,blinking
ACTIVE,do_you_really_mean
ACTIVE,confused
ACTIVE,dream_understand
ACTIVE,look_around
ACTIVE,dream_see_everything
ACTIVE,blinking
INTERRUPTED_DEACTIVATING,oh_youre_off
INTERRUPTED_DEACTIVATING,falling_asleep_fast
DEACTIVATING,see_ya_later
DEACTIVATING,falling_asleep
