state,interaction_name
IDLE,idle_1
ACTIVATING,waking
INTERRUPTED_ACTIVATING,waking_fast
ACTIVE,hi_hello_yes_you
ACTIVE,blinking
ACTIVE,dont_worry
ACTIVE,confused
ACTIVE,nothing_sticks
ACTIVE,short_rest_blink
ACTIVE,um_2
ACTIVE,cant_stop_thinking
ACTIVE,surprised_2
ACTIVE,i_didnt_mean_it
ACTIVE,look_around
ACTIVE,dream_every_cell
ACTIVE,blinking
INTERRUPTED_DEACTIVATING,oh_youre_off
INTERRUPTED_DEACTIVATING,falling_asleep_fast
DEACTIVATING,bye_come_back_soon
DEACTIVATING,falling_asleep
