state,interaction_name
IDLE,idle_1
IDLE,waking
INTERRUPTED_ACTIVATING,waking_fast
ACTIVE,hey_mate
ACTIVE,look_around
ACTIVE,missed_you
ACTIVE,surprised_2
ACTIVE,dream_see_everything
ACTIVE,confused
ACTIVE,happened_so_fast
ACTIVE,short_rest_blink
ACTIVE,um_2
ACTIVE,nothing_sticks
ACTIVE,sad
ACTIVE,do_you_think_i_did
ACTIVE,anger
INTERRUPTED_DEACTIVATING,oh_youre_off
INTERRUPTED_DEACTIVATING,falling_asleep_fast
DEACTIVATING,bye_come_back_soon
DEACTIVATING,falling_asleep
