state,interaction_name
IDLE,idle_1
ACTIVATING,waking
INTERRUPTED_ACTIVATING,waking_fast
ACTIVE,you_made_it
ACTIVE,confused
ACTIVE,youve_got_that_look
ACTIVE,sad
ACTIVE,do_you_think_i_did
ACTIVE,fear
ACTIVE,on_my_own
ACTIVE,look_around
ACTIVE,dream_understand
ACTIVE,surprised_2
ACTIVE,i_didnt_mean_it
ACTIVE,blinking
INTERRUPTED_DEACTIVATING,oh_youre_off
INTERRUPTED_DEACTIVATING,falling_asleep_fast
DEACTIVATING,bye_come_back_soon
DEACTIVATING,falling_asleep
