state,interaction_name
IDLE,idle_1
ACTIVATING,waking
INTERRUPTED_ACTIVATING,waking_fast
ACTIVE,you_made_it
ACTIVE,surprised_2
ACTIVE,youll_stay_with_me
ACTIVE,fear
ACTIVE,dream_every_cell
ACTIVE,confused
ACTIVE,dream_understand
ACTIVE,um_2
ACTIVE,i_didnt_mean_it
ACTIVE,blinking
ACTIVE,nothing_sticks
ACTIVE,look_around
INTERRUPTED_DEACTIVATING,oh_youre_off
INTERRUPTED_DEACTIVATING,falling_asleep_fast
DEACTIVATING,bye_come_back_soon
DEACTIVATING,falling_asleep
