time,instruction,arg_1,arg_2
0.0,POSITION,'{"8": {"position": 2189, "speed": 8000}, "9": {"position": 810, "speed": 8000}, "10": {"position": 810, "speed": 8000}, "11": {"position": 2189, "speed": 8000}}',""
0.01,POSITION,'{"8": {"position": 2186, "speed": 8000}, "9": {"position": 813, "speed": 8000}, "10": {"position": 813, "speed": 8000}, "11": {"position": 2186, "speed": 8000}}',""
0.03,POSITION,'{"8": {"position": 2178, "speed": 8000}, "9": {"position": 821, "speed": 8000}, "10": {"position": 821, "speed": 8000}, "11": {"position": 2178, "speed": 8000}}',""
0.04,POSITION,'{"8": {"position": 2173, "speed": 8000}, "9": {"position": 826, "speed": 8000}, "10": {"position": 826, "speed": 8000}, "11": {"position": 2173, "speed": 8000}}',""
0.05,POSITION,'{"8": {"position": 2163, "speed": 8000}, "9": {"position": 836, "speed": 8000}, "10": {"position": 836, "speed": 8000}, "11": {"position": 2163, "speed": 8000}}',""
0.06,POSITION,'{"8": {"position": 2155, "speed": 8000}, "9": {"position": 844, "speed": 8000}, "10": {"position": 844, "speed": 8000}, "11": {"position": 2155, "speed": 8000}}',""
0.08,POSITION,'{"8": {"position": 2152, "speed": 8000}, "9": {"position": 847, "speed": 8000}, "10": {"position": 847, "speed": 8000}, "11": {"position": 2152, "speed": 8000}}',""
0.09,POSITION,'{"8": {"position": 2146, "speed": 8000}, "9": {"position": 853, "speed": 8000}, "10": {"position": 853, "speed": 8000}, "11": {"position": 2146, "speed": 8000}}',""
0.1,POSITION,'{"8": {"position": 2143, "speed": 8000}, "9": {"position": 856, "speed": 8000}, "10": {"position": 856, "speed": 8000}, "11": {"position": 2143, "speed": 8000}}',""
0.12,POSITION,'{"8": {"position": 2137, "speed": 8000}, "9": {"position": 862, "speed": 8000}, "10": {"position": 862, "speed": 8000}, "11": {"position": 2137, "speed": 8000}}',""
0.13,POSITION,'{"8": {"position": 2134, "speed": 8000}, "9": {"position": 865, "speed": 8000}, "10": {"position": 865, "speed": 8000}, "11": {"position": 2134, "speed": 8000}}',""
0.14,POSITION,'{"8": {"position": 2130, "speed": 8000}, "9": {"position": 869, "speed": 8000}, "10": {"position": 869, "speed": 8000}, "11": {"position": 2130, "speed": 8000}}',""
0.15,POSITION,'{"8": {"position": 2126, "speed": 8000}, "9": {"position": 873, "speed": 8000}, "10": {"position": 873, "speed": 8000}, "11": {"position": 2126, "speed": 8000}}',""
0.17,POSITION,'{"8": {"position": 2124, "speed": 8000}, "9": {"position": 875, "speed": 8000}, "10": {"position": 875, "speed": 8000}, "11": {"position": 2124, "speed": 8000}}',""
0.18,POSITION,'{"8": {"position": 2121, "speed": 8000}, "9": {"position": 878, "speed": 8000}, "10": {"position": 878, "speed": 8000}, "11": {"position": 2121, "speed": 8000}}',""
0.19,POSITION,'{"8": {"position": 2119, "speed": 8000}, "9": {"position": 880, "speed": 8000}, "10": {"position": 880, "speed": 8000}, "11": {"position": 2119, "speed": 8000}}',""
0.22,POSITION,'{"8": {"position": 2114, "speed": 8000}, "9": {"position": 885, "speed": 8000}, "10": {"position": 885, "speed": 8000}, "11": {"position": 2114, "speed": 8000}}',""
0.23,POSITION,'{"8": {"position": 2111, "speed": 8000}, "9": {"position": 888, "speed": 8000}, "10": {"position": 888, "speed": 8000}, "11": {"position": 2111, "speed": 8000}}',""
0.24,POSITION,'{"8": {"position": 2108, "speed": 8000}, "9": {"position": 891, "speed": 8000}, "10": {"position": 891, "speed": 8000}, "11": {"position": 2108, "speed": 8000}}',""
0.26,POSITION,'{"8": {"position": 2100, "speed": 8000}, "9": {"position": 899, "speed": 8000}, "10": {"position": 899, "speed": 8000}, "11": {"position": 2100, "speed": 8000}}',""
0.27,POSITION,'{"8": {"position": 2094, "speed": 8000}, "9": {"position": 905, "speed": 8000}, "10": {"position": 905, "speed": 8000}, "11": {"position": 2094, "speed": 8000}}',""
0.28,POSITION,'{"8": {"position": 2092, "speed": 8000}, "9": {"position": 907, "speed": 8000}, "10": {"position": 907, "speed": 8000}, "11": {"position": 2092, "speed": 8000}}',""
0.3,POSITION,'{"8": {"position": 2088, "speed": 8000}, "9": {"position": 911, "speed": 8000}, "10": {"position": 911, "speed": 8000}, "11": {"position": 2088, "speed": 8000}}',""
0.31,POSITION,'{"8": {"position": 2085, "speed": 8000}, "9": {"position": 914, "speed": 8000}, "10": {"position": 914, "speed": 8000}, "11": {"position": 2085, "speed": 8000}}',""
0.33,POSITION,'{"8": {"position": 2083, "speed": 8000}, "9": {"position": 916, "speed": 8000}, "10": {"position": 916, "speed": 8000}, "11": {"position": 2083, "speed": 8000}}',""
0.37,POSITION,'{"8": {"position": 2080, "speed": 8000}, "9": {"position": 919, "speed": 8000}, "10": {"position": 919, "speed": 8000}, "11": {"position": 2080, "speed": 8000}}',""
0.4,POSITION,'{"8": {"position": 2078, "speed": 8000}, "9": {"position": 921, "speed": 8000}, "10": {"position": 921, "speed": 8000}, "11": {"position": 2078, "speed": 8000}}',""
0.45,POSITION,'{"8": {"position": 2081, "speed": 8000}, "9": {"position": 918, "speed": 8000}, "10": {"position": 918, "speed": 8000}, "11": {"position": 2081, "speed": 8000}}',""
0.46,POSITION,'{"8": {"position": 2087, "speed": 8000}, "9": {"position": 912, "speed": 8000}, "10": {"position": 912, "speed": 8000}, "11": {"position": 2087, "speed": 8000}}',""
0.47,POSITION,'{"8": {"position": 2091, "speed": 8000}, "9": {"position": 908, "speed": 8000}, "10": {"position": 908, "speed": 8000}, "11": {"position": 2091, "speed": 8000}}',""
0.49,POSITION,'{"8": {"position": 2095, "speed": 8000}, "9": {"position": 904, "speed": 8000}, "10": {"position": 904, "speed": 8000}, "11": {"position": 2095, "speed": 8000}}',""
0.5,POSITION,'{"8": {"position": 2104, "speed": 8000}, "9": {"position": 895, "speed": 8000}, "10": {"position": 895, "speed": 8000}, "11": {"position": 2104, "speed": 8000}}',""
0.51,POSITION,'{"8": {"position": 2109, "speed": 8000}, "9": {"position": 890, "speed": 8000}, "10": {"position": 890, "speed": 8000}, "11": {"position": 2109, "speed": 8000}}',""
0.52,POSITION,'{"8": {"position": 2118, "speed": 8000}, "9": {"position": 881, "speed": 8000}, "10": {"position": 881, "speed": 8000}, "11": {"position": 2118, "speed": 8000}}',""
0.53,POSITION,'{"8": {"position": 2122, "speed": 8000}, "9": {"position": 877, "speed": 8000}, "10": {"position": 877, "speed": 8000}, "11": {"position": 2122, "speed": 8000}}',""
0.54,POSITION,'{"8": {"position": 2131, "speed": 8000}, "9": {"position": 868, "speed": 8000}, "10": {"position": 868, "speed": 8000}, "11": {"position": 2131, "speed": 8000}}',""
0.56,POSITION,'{"8": {"position": 2135, "speed": 8000}, "9": {"position": 864, "speed": 8000}, "10": {"position": 864, "speed": 8000}, "11": {"position": 2135, "speed": 8000}}',""
0.57,POSITION,'{"8": {"position": 2144, "speed": 8000}, "9": {"position": 855, "speed": 8000}, "10": {"position": 855, "speed": 8000}, "11": {"position": 2144, "speed": 8000}}',""
0.58,POSITION,'{"8": {"position": 2149, "speed": 8000}, "9": {"position": 850, "speed": 8000}, "10": {"position": 850, "speed": 8000}, "11": {"position": 2149, "speed": 8000}}',""
0.59,POSITION,'{"8": {"position": 2158, "speed": 8000}, "9": {"position": 841, "speed": 8000}, "10": {"position": 841, "speed": 8000}, "11": {"position": 2158, "speed": 8000}}',""
0.61,POSITION,'{"8": {"position": 2162, "speed": 8000}, "9": {"position": 837, "speed": 8000}, "10": {"position": 837, "speed": 8000}, "11": {"position": 2162, "speed": 8000}}',""
0.62,POSITION,'{"8": {"position": 2169, "speed": 8000}, "9": {"position": 830, "speed": 8000}, "10": {"position": 830, "speed": 8000}, "11": {"position": 2169, "speed": 8000}}',""
0.63,POSITION,'{"8": {"position": 2172, "speed": 8000}, "9": {"position": 827, "speed": 8000}, "10": {"position": 827, "speed": 8000}, "11": {"position": 2172, "speed": 8000}}',""
0.64,POSITION,'{"8": {"position": 2176, "speed": 8000}, "9": {"position": 823, "speed": 8000}, "10": {"position": 823, "speed": 8000}, "11": {"position": 2176, "speed": 8000}}',""
0.67,POSITION,'{"8": {"position": 2179, "speed": 8000}, "9": {"position": 820, "speed": 8000}, "10": {"position": 820, "speed": 8000}, "11": {"position": 2179, "speed": 8000}}',""
0.68,POSITION,'{"8": {"position": 2182, "speed": 8000}, "9": {"position": 817, "speed": 8000}, "10": {"position": 817, "speed": 8000}, "11": {"position": 2182, "speed": 8000}}',""
0.69,POSITION,'{"8": {"position": 2186, "speed": 8000}, "9": {"position": 813, "speed": 8000}, "10": {"position": 813, "speed": 8000}, "11": {"position": 2186, "speed": 8000}}',""
0.7,POSITION,'{"8": {"position": 2188, "speed": 8000}, "9": {"position": 811, "speed": 8000}, "10": {"position": 811, "speed": 8000}, "11": {"position": 2188, "speed": 8000}}',""
0.71,POSITION,'{"8": {"position": 2190, "speed": 8000}, "9": {"position": 809, "speed": 8000}, "10": {"position": 809, "speed": 8000}, "11": {"position": 2190, "speed": 8000}}',""
0.73,POSITION,'{"8": {"position": 2193, "speed": 8000}, "9": {"position": 806, "speed": 8000}, "10": {"position": 806, "speed": 8000}, "11": {"position": 2193, "speed": 8000}}',""
0.74,POSITION,'{"8": {"position": 2200, "speed": 8000}, "9": {"position": 800, "speed": 8000}, "10": {"position": 800, "speed": 8000}, "11": {"position": 2200, "speed": 8000}}',""
1.02,POSITION,'{"8": {"position": 2195, "speed": 8000}, "9": {"position": 804, "speed": 8000}, "10": {"position": 804, "speed": 8000}, "11": {"position": 2195, "speed": 8000}}',""
1.03,POSITION,'{"8": {"position": 2191, "speed": 8000}, "9": {"position": 808, "speed": 8000}, "10": {"position": 808, "speed": 8000}, "11": {"position": 2191, "speed": 8000}}',""
1.04,POSITION,'{"8": {"position": 2178, "speed": 8000}, "9": {"position": 821, "speed": 8000}, "10": {"position": 821, "speed": 8000}, "11": {"position": 2178, "speed": 8000}}',""
1.06,POSITION,'{"8": {"position": 2159, "speed": 8000}, "9": {"position": 840, "speed": 8000}, "10": {"position": 840, "speed": 8000}, "11": {"position": 2159, "speed": 8000}}',""
1.07,POSITION,'{"8": {"position": 2149, "speed": 8000}, "9": {"position": 850, "speed": 8000}, "10": {"position": 850, "speed": 8000}, "11": {"position": 2149, "speed": 8000}}',""
1.08,POSITION,'{"8": {"position": 2130, "speed": 8000}, "9": {"position": 869, "speed": 8000}, "10": {"position": 869, "speed": 8000}, "11": {"position": 2130, "speed": 8000}}',""
1.1,POSITION,'{"8": {"position": 2114, "speed": 8000}, "9": {"position": 885, "speed": 8000}, "10": {"position": 885, "speed": 8000}, "11": {"position": 2114, "speed": 8000}}',""
1.11,POSITION,'{"8": {"position": 2107, "speed": 8000}, "9": {"position": 892, "speed": 8000}, "10": {"position": 892, "speed": 8000}, "11": {"position": 2107, "speed": 8000}}',""
