MohoSwitch1
-1 rest
5 AI
7 etc
8 O
11 L
13 etc
14 AI
15 MBP
17 AI
18 etc
22 O
24 FV
28 AI
32 etc
39 AI
41 etc
46 rest
50 
62 rest
