time,instruction,arg_1,arg_2
0,PHONEME,E,
0.05,PHONEME,WQ,
0.09,PHONEME,AI,
0.17,PHONEME,etc,
0.21,PHONEME,AI,
0.26,PHONEME,etc,
0.3,PHONEME,MBP,
0.38,PHONEME,AI,
0.42,PHONEME,etc,
0.55,PHONEME,E,
0.63,PHONEME,MBP,
0.67,PHONEME,AI,
0.8,PHONEME,etc,
0.92,PHONEME,E,
1.05,PHONEME,etc,
1.17,PHONEME,rest,
