time,instruction,arg_1,arg_2
0,PHONEME,rest
0.25,PHONEME,WQ
0.38,PHONEME,E
0.62,PHONEME,rest
1.17,PHONEME,AI
1.38,PHONEME,MBP,20
1.6,PHONEME,AI,40
1.58,PHONEME,etc,40
1.71,PHONEME,rest
