time,instruction,arg_1,arg_2
0.0,POSITION,'{"7": {"position": 1431, "speed": 8000}, "6": {"position": 1647, "speed": 8000}}',""
0.0,POSITION,'{"5": {"position": 1954, "speed": 8000}}',""
0.06,POSITION,'{"7": {"position": 1444, "speed": 8000}, "6": {"position": 1631, "speed": 8000}}',""
0.06,POSITION,'{"5": {"position": 1919, "speed": 8000}}',""
0.07,POSITION,'{"7": {"position": 1448, "speed": 8000}, "6": {"position": 1627, "speed": 8000}}',""
0.07,POSITION,'{"5": {"position": 1899, "speed": 8000}}',""
0.08,POSITION,'{"7": {"position": 1477, "speed": 8000}, "6": {"position": 1590, "speed": 8000}}',""
0.08,POSITION,'{"5": {"position": 1730, "speed": 8000}}',""
0.09,POSITION,'{"5": {"position": 1716, "speed": 8000}}',""
0.11,POSITION,'{"7": {"position": 1484, "speed": 8000}, "6": {"position": 1581, "speed": 8000}}',""
0.11,POSITION,'{"5": {"position": 1537, "speed": 8000}}',""
0.13,POSITION,'{"7": {"position": 1508, "speed": 8000}, "6": {"position": 1551, "speed": 8000}}',""
0.13,POSITION,'{"5": {"position": 1485, "speed": 8000}}',""
0.14,POSITION,'{"7": {"position": 1511, "speed": 8000}, "6": {"position": 1548, "speed": 8000}}',""
0.14,POSITION,'{"5": {"position": 1461, "speed": 8000}}',""
0.16,POSITION,'{"7": {"position": 1515, "speed": 8000}, "6": {"position": 1543, "speed": 8000}}',""
0.16,POSITION,'{"5": {"position": 1411, "speed": 8000}}',""
0.17,POSITION,'{"7": {"position": 1517, "speed": 8000}, "6": {"position": 1541, "speed": 8000}}',""
0.17,POSITION,'{"5": {"position": 1389, "speed": 8000}}',""
0.18,POSITION,'{"7": {"position": 1519, "speed": 8000}, "6": {"position": 1537, "speed": 8000}}',""
0.18,POSITION,'{"5": {"position": 1357, "speed": 8000}}',""
0.19,POSITION,'{"7": {"position": 1521, "speed": 8000}, "6": {"position": 1535, "speed": 8000}}',""
0.2,POSITION,'{"5": {"position": 1336, "speed": 8000}}',""
0.21,POSITION,'{"5": {"position": 1328, "speed": 8000}}',""
0.22,POSITION,'{"5": {"position": 1317, "speed": 8000}}',""
0.23,POSITION,'{"5": {"position": 1313, "speed": 8000}}',""
0.25,POSITION,'{"5": {"position": 1308, "speed": 8000}}',""
0.27,POSITION,'{"7": {"position": 1522, "speed": 8000}, "6": {"position": 1533, "speed": 8000}}',""
0.28,POSITION,'{"5": {"position": 1317, "speed": 8000}}',""
0.29,POSITION,'{"5": {"position": 1324, "speed": 8000}}',""
0.31,POSITION,'{"5": {"position": 1336, "speed": 8000}}',""
0.32,POSITION,'{"5": {"position": 1341, "speed": 8000}}',""
0.33,POSITION,'{"5": {"position": 1349, "speed": 8000}}',""
0.34,POSITION,'{"5": {"position": 1353, "speed": 8000}}',""
