MohoSwitch1
-1 rest
4 etc
7 O
9 etc
12 O
15 rest
16 AI
27 
31 MBP
32 E
33 etc
34 AI
36 etc
38 L
39 AI
41 etc
44 AI
46 etc
48 rest
67 
71 rest
82 etc
86 AI
91 etc
95 E
99 rest
115 
118 etc
119 AI
120 etc
123 U
124 etc
128 U
129 etc
132 AI
136 etc
141 rest
