time,instruction,arg_1,arg_2
0.00,PARALLEL_SEQUENCE,cant_stop_thinking/jaw_loop_1_shifted.csv,
0.00,PARALLEL_SEQUENCE,cant_stop_thinking/eyebrows_loop_1.csv,
0.00,PARALLEL_SEQUENCE,cant_stop_thinking/eyelids_loop_1.csv,
0.00,PARALLEL_SEQUENCE,cant_stop_thinking/eyes_loop_1.csv,
