time,instruction,arg_1,arg_2
0.01,POSITION,'{"7": {"position": 1525, "speed": 8000}, "6": {"position": 1531, "speed": 8000}}',""
0.01,POSITION,'{"5": {"position": 966, "speed": 8000}}',""
0.02,POSITION,'{"7": {"position": 1527, "speed": 8000}, "6": {"position": 1528, "speed": 8000}}',""
0.02,POSITION,'{"5": {"position": 985, "speed": 8000}}',""
0.03,POSITION,'{"7": {"position": 1529, "speed": 8000}, "6": {"position": 1525, "speed": 8000}}',""
0.03,POSITION,'{"5": {"position": 1003, "speed": 8000}}',""
0.05,POSITION,'{"7": {"position": 1531, "speed": 8000}, "6": {"position": 1523, "speed": 8000}}',""
0.05,POSITION,'{"5": {"position": 1016, "speed": 8000}}',""
0.06,POSITION,'{"5": {"position": 1022, "speed": 8000}}',""
0.07,POSITION,'{"7": {"position": 1532, "speed": 8000}, "6": {"position": 1521, "speed": 8000}}',""
0.07,POSITION,'{"5": {"position": 1028, "speed": 8000}}',""
0.08,POSITION,'{"7": {"position": 1534, "speed": 8000}, "6": {"position": 1519, "speed": 8000}}',""
0.08,POSITION,'{"5": {"position": 1039, "speed": 8000}}',""
0.1,POSITION,'{"5": {"position": 1045, "speed": 8000}}',""
0.11,POSITION,'{"5": {"position": 1056, "speed": 8000}}',""
0.12,POSITION,'{"7": {"position": 1535, "speed": 8000}, "6": {"position": 1517, "speed": 8000}}',""
0.12,POSITION,'{"5": {"position": 1060, "speed": 8000}}',""
0.13,POSITION,'{"5": {"position": 1068, "speed": 8000}}',""
0.15,POSITION,'{"5": {"position": 1074, "speed": 8000}}',""
0.16,POSITION,'{"5": {"position": 1076, "speed": 8000}}',""
0.17,POSITION,'{"5": {"position": 1079, "speed": 8000}}',""
0.19,POSITION,'{"5": {"position": 1081, "speed": 8000}}',""
0.22,POSITION,'{"5": {"position": 1083, "speed": 8000}}',""
0.3,POSITION,'{"5": {"position": 1085, "speed": 8000}}',""
0.47,POSITION,'{"5": {"position": 1087, "speed": 8000}}',""
0.55,POSITION,'{"7": {"position": 1537, "speed": 8000}, "6": {"position": 1516, "speed": 8000}}',""
0.73,POSITION,'{"7": {"position": 1535, "speed": 8000}, "6": {"position": 1517, "speed": 8000}}',""
0.75,POSITION,'{"7": {"position": 1534, "speed": 8000}, "6": {"position": 1519, "speed": 8000}}',""
0.77,POSITION,'{"7": {"position": 1532, "speed": 8000}, "6": {"position": 1521, "speed": 8000}}',""
0.77,POSITION,'{"5": {"position": 1089, "speed": 8000}}',""
