time,instruction,arg_1,arg_2
0.00,PARALLEL_SEQUENCE,come_here_face/jaw_loop_4.csv,
0.00,PARALLEL_SEQUENCE,come_here_face/eyebrows_loop_3.csv,
0.00,PARALLEL_SEQUENCE,come_here_face/eyelids_loop_2.csv,
0.00,PARALLEL_SEQUENCE,come_here_face/eyes_loop_2.csv,
