MohoSwitch1
-1 rest
1 AI
3
5 MBP
6 E
7 etc
10 U
11 FV
14 AI
18 etc
21
28 AI
30 MBP
33 E
36 etc
39 rest
58 etc
64 E
67 etc
73 U
76 rest
