time,instruction,arg_1,arg_2
0.42,POSITION,'{"8": {"position": 951, "speed": 8000}, "9": {"position": 2048, "speed": 8000}, "10": {"position": 2048, "speed": 8000}, "11": {"position": 951, "speed": 8000}}',"\"\""
0.43,POSITION,'{"8": {"position": 958, "speed": 8000}, "9": {"position": 2041, "speed": 8000}, "10": {"position": 2041, "speed": 8000}, "11": {"position": 958, "speed": 8000}}',"\"\""
0.44,POSITION,'{"8": {"position": 961, "speed": 8000}, "9": {"position": 2038, "speed": 8000}, "10": {"position": 2038, "speed": 8000}, "11": {"position": 961, "speed": 8000}}',"\"\""
0.45,POSITION,'{"8": {"position": 966, "speed": 8000}, "9": {"position": 2033, "speed": 8000}, "10": {"position": 2033, "speed": 8000}, "11": {"position": 966, "speed": 8000}}',"\"\""
0.48,POSITION,'{"8": {"position": 968, "speed": 8000}, "9": {"position": 2031, "speed": 8000}, "10": {"position": 2031, "speed": 8000}, "11": {"position": 968, "speed": 8000}}',"\"\""
0.5,POSITION,'{"8": {"position": 966, "speed": 8000}, "9": {"position": 2033, "speed": 8000}, "10": {"position": 2033, "speed": 8000}, "11": {"position": 966, "speed": 8000}}',"\"\""
0.51,POSITION,'{"8": {"position": 962, "speed": 8000}, "9": {"position": 2037, "speed": 8000}, "10": {"position": 2037, "speed": 8000}, "11": {"position": 962, "speed": 8000}}',"\"\""
0.52,POSITION,'{"8": {"position": 959, "speed": 8000}, "9": {"position": 2040, "speed": 8000}, "10": {"position": 2040, "speed": 8000}, "11": {"position": 959, "speed": 8000}}',"\"\""
0.54,POSITION,'{"8": {"position": 953, "speed": 8000}, "9": {"position": 2046, "speed": 8000}, "10": {"position": 2046, "speed": 8000}, "11": {"position": 953, "speed": 8000}}',"\"\""
0.55,POSITION,'{"8": {"position": 950, "speed": 8000}, "9": {"position": 2049, "speed": 8000}, "10": {"position": 2049, "speed": 8000}, "11": {"position": 950, "speed": 8000}}',"\"\""
0.56,POSITION,'{"8": {"position": 940, "speed": 8000}, "9": {"position": 2059, "speed": 8000}, "10": {"position": 2059, "speed": 8000}, "11": {"position": 940, "speed": 8000}}',"\"\""
0.57,POSITION,'{"8": {"position": 935, "speed": 8000}, "9": {"position": 2064, "speed": 8000}, "10": {"position": 2064, "speed": 8000}, "11": {"position": 935, "speed": 8000}}',"\"\""
0.58,POSITION,'{"8": {"position": 924, "speed": 8000}, "9": {"position": 2075, "speed": 8000}, "10": {"position": 2075, "speed": 8000}, "11": {"position": 924, "speed": 8000}}',"\"\""
0.6,POSITION,'{"8": {"position": 917, "speed": 8000}, "9": {"position": 2082, "speed": 8000}, "10": {"position": 2082, "speed": 8000}, "11": {"position": 917, "speed": 8000}}',"\"\""
0.61,POSITION,'{"8": {"position": 902, "speed": 8000}, "9": {"position": 2097, "speed": 8000}, "10": {"position": 2097, "speed": 8000}, "11": {"position": 902, "speed": 8000}}',"\"\""
0.62,POSITION,'{"8": {"position": 894, "speed": 8000}, "9": {"position": 2105, "speed": 8000}, "10": {"position": 2105, "speed": 8000}, "11": {"position": 894, "speed": 8000}}',"\"\""
0.63,POSITION,'{"8": {"position": 877, "speed": 8000}, "9": {"position": 2122, "speed": 8000}, "10": {"position": 2122, "speed": 8000}, "11": {"position": 877, "speed": 8000}}',"\"\""
0.64,POSITION,'{"8": {"position": 871, "speed": 8000}, "9": {"position": 2128, "speed": 8000}, "10": {"position": 2128, "speed": 8000}, "11": {"position": 871, "speed": 8000}}',"\"\""
0.66,POSITION,'{"8": {"position": 861, "speed": 8000}, "9": {"position": 2138, "speed": 8000}, "10": {"position": 2138, "speed": 8000}, "11": {"position": 861, "speed": 8000}}',"\"\""
0.67,POSITION,'{"8": {"position": 857, "speed": 8000}, "9": {"position": 2142, "speed": 8000}, "10": {"position": 2142, "speed": 8000}, "11": {"position": 857, "speed": 8000}}',"\"\""
0.68,POSITION,'{"8": {"position": 852, "speed": 8000}, "9": {"position": 2147, "speed": 8000}, "10": {"position": 2147, "speed": 8000}, "11": {"position": 852, "speed": 8000}}',"\"\""
0.69,POSITION,'{"8": {"position": 850, "speed": 8000}, "9": {"position": 2149, "speed": 8000}, "10": {"position": 2149, "speed": 8000}, "11": {"position": 850, "speed": 8000}}',"\"\""
0.71,POSITION,'{"8": {"position": 845, "speed": 8000}, "9": {"position": 2154, "speed": 8000}, "10": {"position": 2154, "speed": 8000}, "11": {"position": 845, "speed": 8000}}',"\"\""
0.72,POSITION,'{"8": {"position": 842, "speed": 8000}, "9": {"position": 2157, "speed": 8000}, "10": {"position": 2157, "speed": 8000}, "11": {"position": 842, "speed": 8000}}',"\"\""
0.74,POSITION,'{"8": {"position": 839, "speed": 8000}, "9": {"position": 2160, "speed": 8000}, "10": {"position": 2160, "speed": 8000}, "11": {"position": 839, "speed": 8000}}',"\"\""
0.75,POSITION,'{"8": {"position": 834, "speed": 8000}, "9": {"position": 2165, "speed": 8000}, "10": {"position": 2165, "speed": 8000}, "11": {"position": 834, "speed": 8000}}',"\"\""
0.78,POSITION,'{"8": {"position": 831, "speed": 8000}, "9": {"position": 2168, "speed": 8000}, "10": {"position": 2168, "speed": 8000}, "11": {"position": 831, "speed": 8000}}',"\"\""
0.79,POSITION,'{"8": {"position": 828, "speed": 8000}, "9": {"position": 2171, "speed": 8000}, "10": {"position": 2171, "speed": 8000}, "11": {"position": 828, "speed": 8000}}',"\"\""
0.8,POSITION,'{"8": {"position": 826, "speed": 8000}, "9": {"position": 2173, "speed": 8000}, "10": {"position": 2173, "speed": 8000}, "11": {"position": 826, "speed": 8000}}',"\"\""
0.81,POSITION,'{"8": {"position": 819, "speed": 8000}, "9": {"position": 2180, "speed": 8000}, "10": {"position": 2180, "speed": 8000}, "11": {"position": 819, "speed": 8000}}',"\"\""
0.82,POSITION,'{"8": {"position": 816, "speed": 8000}, "9": {"position": 2183, "speed": 8000}, "10": {"position": 2183, "speed": 8000}, "11": {"position": 816, "speed": 8000}}',"\"\""
0.84,POSITION,'{"8": {"position": 800, "speed": 8000}, "9": {"position": 2199, "speed": 8000}, "10": {"position": 2199, "speed": 8000}, "11": {"position": 800, "speed": 8000}}',"\"\""
5.15,POSITION,'{"8": {"position": 807, "speed": 8000}, "9": {"position": 2192, "speed": 8000}, "10": {"position": 2192, "speed": 8000}, "11": {"position": 807, "speed": 8000}}',"\"\""
5.16,POSITION,'{"8": {"position": 810, "speed": 8000}, "9": {"position": 2189, "speed": 8000}, "10": {"position": 2189, "speed": 8000}, "11": {"position": 810, "speed": 8000}}',"\"\""
5.18,POSITION,'{"8": {"position": 821, "speed": 8000}, "9": {"position": 2178, "speed": 8000}, "10": {"position": 2178, "speed": 8000}, "11": {"position": 821, "speed": 8000}}',"\"\""
5.19,POSITION,'{"8": {"position": 827, "speed": 8000}, "9": {"position": 2172, "speed": 8000}, "10": {"position": 2172, "speed": 8000}, "11": {"position": 827, "speed": 8000}}',"\"\""
5.2,POSITION,'{"8": {"position": 846, "speed": 8000}, "9": {"position": 2153, "speed": 8000}, "10": {"position": 2153, "speed": 8000}, "11": {"position": 846, "speed": 8000}}',"\"\""
5.21,POSITION,'{"8": {"position": 855, "speed": 8000}, "9": {"position": 2144, "speed": 8000}, "10": {"position": 2144, "speed": 8000}, "11": {"position": 855, "speed": 8000}}',"\"\""
5.22,POSITION,'{"8": {"position": 872, "speed": 8000}, "9": {"position": 2127, "speed": 8000}, "10": {"position": 2127, "speed": 8000}, "11": {"position": 872, "speed": 8000}}',"\"\""
5.23,POSITION,'{"8": {"position": 879, "speed": 8000}, "9": {"position": 2120, "speed": 8000}, "10": {"position": 2120, "speed": 8000}, "11": {"position": 879, "speed": 8000}}',"\"\""
5.25,POSITION,'{"8": {"position": 889, "speed": 8000}, "9": {"position": 2110, "speed": 8000}, "10": {"position": 2110, "speed": 8000}, "11": {"position": 889, "speed": 8000}}',"\"\""
5.26,POSITION,'{"8": {"position": 892, "speed": 8000}, "9": {"position": 2107, "speed": 8000}, "10": {"position": 2107, "speed": 8000}, "11": {"position": 892, "speed": 8000}}',"\"\""
5.27,POSITION,'{"8": {"position": 898, "speed": 8000}, "9": {"position": 2101, "speed": 8000}, "10": {"position": 2101, "speed": 8000}, "11": {"position": 898, "speed": 8000}}',"\"\""
5.3,POSITION,'{"8": {"position": 901, "speed": 8000}, "9": {"position": 2098, "speed": 8000}, "10": {"position": 2098, "speed": 8000}, "11": {"position": 901, "speed": 8000}}',"\"\""
5.31,POSITION,'{"8": {"position": 903, "speed": 8000}, "9": {"position": 2096, "speed": 8000}, "10": {"position": 2096, "speed": 8000}, "11": {"position": 903, "speed": 8000}}',"\"\""
5.33,POSITION,'{"8": {"position": 905, "speed": 8000}, "9": {"position": 2094, "speed": 8000}, "10": {"position": 2094, "speed": 8000}, "11": {"position": 905, "speed": 8000}}',"\"\""
5.37,POSITION,'{"8": {"position": 907, "speed": 8000}, "9": {"position": 2092, "speed": 8000}, "10": {"position": 2092, "speed": 8000}, "11": {"position": 907, "speed": 8000}}',"\"\""
5.48,POSITION,'{"8": {"position": 902, "speed": 8000}, "9": {"position": 2097, "speed": 8000}, "10": {"position": 2097, "speed": 8000}, "11": {"position": 902, "speed": 8000}}',"\"\""
5.49,POSITION,'{"8": {"position": 896, "speed": 8000}, "9": {"position": 2103, "speed": 8000}, "10": {"position": 2103, "speed": 8000}, "11": {"position": 896, "speed": 8000}}',"\"\""
5.5,POSITION,'{"8": {"position": 890, "speed": 8000}, "9": {"position": 2109, "speed": 8000}, "10": {"position": 2109, "speed": 8000}, "11": {"position": 890, "speed": 8000}}',"\"\""
5.52,POSITION,'{"8": {"position": 876, "speed": 8000}, "9": {"position": 2123, "speed": 8000}, "10": {"position": 2123, "speed": 8000}, "11": {"position": 876, "speed": 8000}}',"\"\""
5.53,POSITION,'{"8": {"position": 869, "speed": 8000}, "9": {"position": 2130, "speed": 8000}, "10": {"position": 2130, "speed": 8000}, "11": {"position": 869, "speed": 8000}}',"\"\""
5.54,POSITION,'{"8": {"position": 857, "speed": 8000}, "9": {"position": 2142, "speed": 8000}, "10": {"position": 2142, "speed": 8000}, "11": {"position": 857, "speed": 8000}}',"\"\""
5.55,POSITION,'{"8": {"position": 851, "speed": 8000}, "9": {"position": 2148, "speed": 8000}, "10": {"position": 2148, "speed": 8000}, "11": {"position": 851, "speed": 8000}}',"\"\""
5.56,POSITION,'{"8": {"position": 843, "speed": 8000}, "9": {"position": 2156, "speed": 8000}, "10": {"position": 2156, "speed": 8000}, "11": {"position": 843, "speed": 8000}}',"\"\""
5.58,POSITION,'{"8": {"position": 839, "speed": 8000}, "9": {"position": 2160, "speed": 8000}, "10": {"position": 2160, "speed": 8000}, "11": {"position": 839, "speed": 8000}}',"\"\""
5.59,POSITION,'{"8": {"position": 834, "speed": 8000}, "9": {"position": 2165, "speed": 8000}, "10": {"position": 2165, "speed": 8000}, "11": {"position": 834, "speed": 8000}}',"\"\""
5.61,POSITION,'{"8": {"position": 831, "speed": 8000}, "9": {"position": 2168, "speed": 8000}, "10": {"position": 2168, "speed": 8000}, "11": {"position": 831, "speed": 8000}}',"\"\""
5.62,POSITION,'{"8": {"position": 829, "speed": 8000}, "9": {"position": 2170, "speed": 8000}, "10": {"position": 2170, "speed": 8000}, "11": {"position": 829, "speed": 8000}}',"\"\""
5.64,POSITION,'{"8": {"position": 827, "speed": 8000}, "9": {"position": 2172, "speed": 8000}, "10": {"position": 2172, "speed": 8000}, "11": {"position": 827, "speed": 8000}}',"\"\""
5.66,POSITION,'{"8": {"position": 823, "speed": 8000}, "9": {"position": 2176, "speed": 8000}, "10": {"position": 2176, "speed": 8000}, "11": {"position": 823, "speed": 8000}}',"\"\""
5.67,POSITION,'{"8": {"position": 800, "speed": 8000}, "9": {"position": 2199, "speed": 8000}, "10": {"position": 2199, "speed": 8000}, "11": {"position": 800, "speed": 8000}}',"\"\""
5.95,POSITION,'{"8": {"position": 804, "speed": 8000}, "9": {"position": 2195, "speed": 8000}, "10": {"position": 2195, "speed": 8000}, "11": {"position": 804, "speed": 8000}}',"\"\""
5.97,POSITION,'{"8": {"position": 806, "speed": 8000}, "9": {"position": 2193, "speed": 8000}, "10": {"position": 2193, "speed": 8000}, "11": {"position": 806, "speed": 8000}}',"\"\""
6.01,POSITION,'{"8": {"position": 808, "speed": 8000}, "9": {"position": 2191, "speed": 8000}, "10": {"position": 2191, "speed": 8000}, "11": {"position": 808, "speed": 8000}}',"\"\""
6.03,POSITION,'{"8": {"position": 810, "speed": 8000}, "9": {"position": 2189, "speed": 8000}, "10": {"position": 2189, "speed": 8000}, "11": {"position": 810, "speed": 8000}}',"\"\""
6.05,POSITION,'{"8": {"position": 813, "speed": 8000}, "9": {"position": 2186, "speed": 8000}, "10": {"position": 2186, "speed": 8000}, "11": {"position": 813, "speed": 8000}}',"\"\""
6.06,POSITION,'{"8": {"position": 815, "speed": 8000}, "9": {"position": 2184, "speed": 8000}, "10": {"position": 2184, "speed": 8000}, "11": {"position": 815, "speed": 8000}}',"\"\""
6.08,POSITION,'{"8": {"position": 818, "speed": 8000}, "9": {"position": 2181, "speed": 8000}, "10": {"position": 2181, "speed": 8000}, "11": {"position": 818, "speed": 8000}}',"\"\""
6.09,POSITION,'{"8": {"position": 820, "speed": 8000}, "9": {"position": 2179, "speed": 8000}, "10": {"position": 2179, "speed": 8000}, "11": {"position": 820, "speed": 8000}}',"\"\""
6.12,POSITION,'{"8": {"position": 822, "speed": 8000}, "9": {"position": 2177, "speed": 8000}, "10": {"position": 2177, "speed": 8000}, "11": {"position": 822, "speed": 8000}}',"\"\""
6.17,POSITION,'{"8": {"position": 824, "speed": 8000}, "9": {"position": 2175, "speed": 8000}, "10": {"position": 2175, "speed": 8000}, "11": {"position": 824, "speed": 8000}}',"\"\""
6.23,POSITION,'{"8": {"position": 826, "speed": 8000}, "9": {"position": 2173, "speed": 8000}, "10": {"position": 2173, "speed": 8000}, "11": {"position": 826, "speed": 8000}}',"\"\""
6.24,POSITION,'{"8": {"position": 828, "speed": 8000}, "9": {"position": 2171, "speed": 8000}, "10": {"position": 2171, "speed": 8000}, "11": {"position": 828, "speed": 8000}}',"\"\""
6.26,POSITION,'{"8": {"position": 830, "speed": 8000}, "9": {"position": 2169, "speed": 8000}, "10": {"position": 2169, "speed": 8000}, "11": {"position": 830, "speed": 8000}}',"\"\""
6.27,POSITION,'{"8": {"position": 832, "speed": 8000}, "9": {"position": 2167, "speed": 8000}, "10": {"position": 2167, "speed": 8000}, "11": {"position": 832, "speed": 8000}}',"\"\""
6.3,POSITION,'{"8": {"position": 834, "speed": 8000}, "9": {"position": 2165, "speed": 8000}, "10": {"position": 2165, "speed": 8000}, "11": {"position": 834, "speed": 8000}}',"\"\""
6.31,POSITION,'{"8": {"position": 838, "speed": 8000}, "9": {"position": 2161, "speed": 8000}, "10": {"position": 2161, "speed": 8000}, "11": {"position": 838, "speed": 8000}}',"\"\""
6.32,POSITION,'{"8": {"position": 842, "speed": 8000}, "9": {"position": 2157, "speed": 8000}, "10": {"position": 2157, "speed": 8000}, "11": {"position": 842, "speed": 8000}}',"\"\""
6.33,POSITION,'{"8": {"position": 846, "speed": 8000}, "9": {"position": 2153, "speed": 8000}, "10": {"position": 2153, "speed": 8000}, "11": {"position": 846, "speed": 8000}}',"\"\""
6.35,POSITION,'{"8": {"position": 856, "speed": 8000}, "9": {"position": 2143, "speed": 8000}, "10": {"position": 2143, "speed": 8000}, "11": {"position": 856, "speed": 8000}}',"\"\""
6.36,POSITION,'{"8": {"position": 861, "speed": 8000}, "9": {"position": 2138, "speed": 8000}, "10": {"position": 2138, "speed": 8000}, "11": {"position": 861, "speed": 8000}}',"\"\""
6.37,POSITION,'{"8": {"position": 871, "speed": 8000}, "9": {"position": 2128, "speed": 8000}, "10": {"position": 2128, "speed": 8000}, "11": {"position": 871, "speed": 8000}}',"\"\""
6.38,POSITION,'{"8": {"position": 878, "speed": 8000}, "9": {"position": 2121, "speed": 8000}, "10": {"position": 2121, "speed": 8000}, "11": {"position": 878, "speed": 8000}}',"\"\""
6.4,POSITION,'{"8": {"position": 881, "speed": 8000}, "9": {"position": 2118, "speed": 8000}, "10": {"position": 2118, "speed": 8000}, "11": {"position": 881, "speed": 8000}}',"\"\""
6.41,POSITION,'{"8": {"position": 887, "speed": 8000}, "9": {"position": 2112, "speed": 8000}, "10": {"position": 2112, "speed": 8000}, "11": {"position": 887, "speed": 8000}}',"\"\""
6.42,POSITION,'{"8": {"position": 889, "speed": 8000}, "9": {"position": 2110, "speed": 8000}, "10": {"position": 2110, "speed": 8000}, "11": {"position": 889, "speed": 8000}}',"\"\""
6.43,POSITION,'{"8": {"position": 892, "speed": 8000}, "9": {"position": 2107, "speed": 8000}, "10": {"position": 2107, "speed": 8000}, "11": {"position": 892, "speed": 8000}}',"\"\""
6.44,POSITION,'{"8": {"position": 894, "speed": 8000}, "9": {"position": 2105, "speed": 8000}, "10": {"position": 2105, "speed": 8000}, "11": {"position": 894, "speed": 8000}}',"\"\""
6.45,POSITION,'{"8": {"position": 897, "speed": 8000}, "9": {"position": 2102, "speed": 8000}, "10": {"position": 2102, "speed": 8000}, "11": {"position": 897, "speed": 8000}}',"\"\""
6.47,POSITION,'{"8": {"position": 900, "speed": 8000}, "9": {"position": 2099, "speed": 8000}, "10": {"position": 2099, "speed": 8000}, "11": {"position": 900, "speed": 8000}}',"\"\""
6.49,POSITION,'{"8": {"position": 902, "speed": 8000}, "9": {"position": 2097, "speed": 8000}, "10": {"position": 2097, "speed": 8000}, "11": {"position": 902, "speed": 8000}}',"\"\""
6.5,POSITION,'{"8": {"position": 904, "speed": 8000}, "9": {"position": 2095, "speed": 8000}, "10": {"position": 2095, "speed": 8000}, "11": {"position": 904, "speed": 8000}}',"\"\""
6.52,POSITION,'{"8": {"position": 906, "speed": 8000}, "9": {"position": 2093, "speed": 8000}, "10": {"position": 2093, "speed": 8000}, "11": {"position": 906, "speed": 8000}}',"\"\""
6.56,POSITION,'{"8": {"position": 908, "speed": 8000}, "9": {"position": 2091, "speed": 8000}, "10": {"position": 2091, "speed": 8000}, "11": {"position": 908, "speed": 8000}}',"\"\""
6.58,POSITION,'{"8": {"position": 911, "speed": 8000}, "9": {"position": 2088, "speed": 8000}, "10": {"position": 2088, "speed": 8000}, "11": {"position": 911, "speed": 8000}}',"\"\""
6.6,POSITION,'{"8": {"position": 918, "speed": 8000}, "9": {"position": 2081, "speed": 8000}, "10": {"position": 2081, "speed": 8000}, "11": {"position": 918, "speed": 8000}}',"\"\""
6.62,POSITION,'{"8": {"position": 921, "speed": 8000}, "9": {"position": 2078, "speed": 8000}, "10": {"position": 2078, "speed": 8000}, "11": {"position": 921, "speed": 8000}}',"\"\""
6.63,POSITION,'{"8": {"position": 928, "speed": 8000}, "9": {"position": 2071, "speed": 8000}, "10": {"position": 2071, "speed": 8000}, "11": {"position": 928, "speed": 8000}}',"\"\""
6.64,POSITION,'{"8": {"position": 930, "speed": 8000}, "9": {"position": 2069, "speed": 8000}, "10": {"position": 2069, "speed": 8000}, "11": {"position": 930, "speed": 8000}}',"\"\""
6.65,POSITION,'{"8": {"position": 932, "speed": 8000}, "9": {"position": 2067, "speed": 8000}, "10": {"position": 2067, "speed": 8000}, "11": {"position": 932, "speed": 8000}}',"\"\""
6.66,POSITION,'{"8": {"position": 935, "speed": 8000}, "9": {"position": 2064, "speed": 8000}, "10": {"position": 2064, "speed": 8000}, "11": {"position": 935, "speed": 8000}}',"\"\""
6.7,POSITION,'{"8": {"position": 938, "speed": 8000}, "9": {"position": 2061, "speed": 8000}, "10": {"position": 2061, "speed": 8000}, "11": {"position": 938, "speed": 8000}}',"\"\""
6.79,POSITION,'{"8": {"position": 935, "speed": 8000}, "9": {"position": 2064, "speed": 8000}, "10": {"position": 2064, "speed": 8000}, "11": {"position": 935, "speed": 8000}}',"\"\""
6.8,POSITION,'{"8": {"position": 931, "speed": 8000}, "9": {"position": 2068, "speed": 8000}, "10": {"position": 2068, "speed": 8000}, "11": {"position": 931, "speed": 8000}}',"\"\""
6.81,POSITION,'{"8": {"position": 928, "speed": 8000}, "9": {"position": 2071, "speed": 8000}, "10": {"position": 2071, "speed": 8000}, "11": {"position": 928, "speed": 8000}}',"\"\""
6.83,POSITION,'{"8": {"position": 922, "speed": 8000}, "9": {"position": 2077, "speed": 8000}, "10": {"position": 2077, "speed": 8000}, "11": {"position": 922, "speed": 8000}}',"\"\""
6.84,POSITION,'{"8": {"position": 920, "speed": 8000}, "9": {"position": 2079, "speed": 8000}, "10": {"position": 2079, "speed": 8000}, "11": {"position": 920, "speed": 8000}}',"\"\""
6.85,POSITION,'{"8": {"position": 915, "speed": 8000}, "9": {"position": 2084, "speed": 8000}, "10": {"position": 2084, "speed": 8000}, "11": {"position": 915, "speed": 8000}}',"\"\""
6.86,POSITION,'{"8": {"position": 912, "speed": 8000}, "9": {"position": 2087, "speed": 8000}, "10": {"position": 2087, "speed": 8000}, "11": {"position": 912, "speed": 8000}}',"\"\""
6.88,POSITION,'{"8": {"position": 910, "speed": 8000}, "9": {"position": 2089, "speed": 8000}, "10": {"position": 2089, "speed": 8000}, "11": {"position": 910, "speed": 8000}}',"\"\""
6.89,POSITION,'{"8": {"position": 904, "speed": 8000}, "9": {"position": 2095, "speed": 8000}, "10": {"position": 2095, "speed": 8000}, "11": {"position": 904, "speed": 8000}}',"\"\""
6.9,POSITION,'{"8": {"position": 900, "speed": 8000}, "9": {"position": 2099, "speed": 8000}, "10": {"position": 2099, "speed": 8000}, "11": {"position": 900, "speed": 8000}}',"\"\""
6.91,POSITION,'{"8": {"position": 886, "speed": 8000}, "9": {"position": 2113, "speed": 8000}, "10": {"position": 2113, "speed": 8000}, "11": {"position": 886, "speed": 8000}}',"\"\""
6.92,POSITION,'{"8": {"position": 877, "speed": 8000}, "9": {"position": 2122, "speed": 8000}, "10": {"position": 2122, "speed": 8000}, "11": {"position": 877, "speed": 8000}}',"\"\""
6.94,POSITION,'{"8": {"position": 869, "speed": 8000}, "9": {"position": 2130, "speed": 8000}, "10": {"position": 2130, "speed": 8000}, "11": {"position": 869, "speed": 8000}}',"\"\""
