time,instruction,arg_1,arg_2
1.54,POSITION,'{"0": {"position": 1572, "speed": 8000}}',""
1.55,POSITION,'{"0": {"position": 1596, "speed": 8000}}',""
1.56,POSITION,'{"0": {"position": 1740, "speed": 8000}}',""
1.57,POSITION,'{"0": {"position": 1769, "speed": 8000}}',""
1.59,POSITION,'{"0": {"position": 1792, "speed": 8000}}',""
1.6,POSITION,'{"0": {"position": 1846, "speed": 8000}}',""
1.61,POSITION,'{"0": {"position": 1896, "speed": 8000}}',""
1.63,POSITION,'{"0": {"position": 1919, "speed": 8000}}',""
1.64,POSITION,'{"0": {"position": 1961, "speed": 8000}}',""
1.65,POSITION,'{"0": {"position": 1996, "speed": 8000}}',""
1.66,POSITION,'{"0": {"position": 2015, "speed": 8000}}',""
1.68,POSITION,'{"0": {"position": 2058, "speed": 8000}}',""
1.69,POSITION,'{"0": {"position": 2081, "speed": 8000}}',""
1.7,POSITION,'{"0": {"position": 2200, "speed": 8000}}',""
2.79,POSITION,'{"0": {"position": 2190, "speed": 8000}}',""
2.8,POSITION,'{"0": {"position": 2153, "speed": 8000}}',""
2.81,POSITION,'{"0": {"position": 2012, "speed": 8000}}',""
2.82,POSITION,'{"0": {"position": 1979, "speed": 8000}}',""
2.84,POSITION,'{"0": {"position": 1930, "speed": 8000}}',""
2.85,POSITION,'{"0": {"position": 1904, "speed": 8000}}',""
2.86,POSITION,'{"0": {"position": 1880, "speed": 8000}}',""
2.88,POSITION,'{"0": {"position": 1825, "speed": 8000}}',""
2.89,POSITION,'{"0": {"position": 1778, "speed": 8000}}',""
2.9,POSITION,'{"0": {"position": 1757, "speed": 8000}}',""
2.91,POSITION,'{"0": {"position": 1725, "speed": 8000}}',""
2.93,POSITION,'{"0": {"position": 1716, "speed": 8000}}',""
2.94,POSITION,'{"0": {"position": 1708, "speed": 8000}}',""
2.95,POSITION,'{"0": {"position": 1684, "speed": 8000}}',""
2.97,POSITION,'{"0": {"position": 1657, "speed": 8000}}',""
2.98,POSITION,'{"0": {"position": 1457, "speed": 8000}}',""
2.99,POSITION,'{"0": {"position": 1436, "speed": 8000}}',""
3.0,POSITION,'{"0": {"position": 1259, "speed": 8000}}',""
3.01,POSITION,'{"0": {"position": 1244, "speed": 8000}}',""
3.03,POSITION,'{"0": {"position": 1217, "speed": 8000}}',""
3.04,POSITION,'{"0": {"position": 1208, "speed": 8000}}',""
3.05,POSITION,'{"0": {"position": 1216, "speed": 8000}}',""
3.07,POSITION,'{"0": {"position": 1263, "speed": 8000}}',""
3.08,POSITION,'{"0": {"position": 1422, "speed": 8000}}',""
3.09,POSITION,'{"0": {"position": 1431, "speed": 8000}}',""
3.11,POSITION,'{"0": {"position": 1443, "speed": 8000}}',""
3.12,POSITION,'{"0": {"position": 1461, "speed": 8000}}',""
3.13,POSITION,'{"0": {"position": 1469, "speed": 8000}}',""
3.16,POSITION,'{"0": {"position": 1456, "speed": 8000}}',""
3.17,POSITION,'{"0": {"position": 1445, "speed": 8000}}',""
3.18,POSITION,'{"0": {"position": 1410, "speed": 8000}}',""
3.2,POSITION,'{"0": {"position": 1365, "speed": 8000}}',""
3.21,POSITION,'{"0": {"position": 1344, "speed": 8000}}',""
3.22,POSITION,'{"0": {"position": 1309, "speed": 8000}}',""
3.23,POSITION,'{"0": {"position": 1297, "speed": 8000}}',""
3.25,POSITION,'{"0": {"position": 1289, "speed": 8000}}',""
3.26,POSITION,'{"0": {"position": 1329, "speed": 8000}}',""
3.27,POSITION,'{"0": {"position": 1485, "speed": 8000}}',""
3.29,POSITION,'{"0": {"position": 1513, "speed": 8000}}',""
3.3,POSITION,'{"0": {"position": 1532, "speed": 8000}}',""
3.32,POSITION,'{"0": {"position": 1562, "speed": 8000}}',""
3.33,POSITION,'{"0": {"position": 1575, "speed": 8000}}',""
3.34,POSITION,'{"0": {"position": 1564, "speed": 8000}}',""
3.35,POSITION,'{"0": {"position": 1546, "speed": 8000}}',""
3.37,POSITION,'{"0": {"position": 1523, "speed": 8000}}',""
3.38,POSITION,'{"0": {"position": 1353, "speed": 8000}}',""
3.39,POSITION,'{"0": {"position": 1341, "speed": 8000}}',""
3.41,POSITION,'{"0": {"position": 1296, "speed": 8000}}',""
3.42,POSITION,'{"0": {"position": 1135, "speed": 8000}}',""
3.43,POSITION,'{"0": {"position": 1090, "speed": 8000}}',""
3.44,POSITION,'{"0": {"position": 1064, "speed": 8000}}',""
3.46,POSITION,'{"0": {"position": 893, "speed": 8000}}',""
3.47,POSITION,'{"0": {"position": 890, "speed": 8000}}',""
3.48,POSITION,'{"0": {"position": 883, "speed": 8000}}',""
3.49,POSITION,'{"0": {"position": 880, "speed": 8000}}',""
3.51,POSITION,'{"0": {"position": 894, "speed": 8000}}',""
3.52,POSITION,'{"0": {"position": 1081, "speed": 8000}}',""
3.54,POSITION,'{"0": {"position": 1091, "speed": 8000}}',""
3.55,POSITION,'{"0": {"position": 1125, "speed": 8000}}',""
3.56,POSITION,'{"0": {"position": 1164, "speed": 8000}}',""
3.57,POSITION,'{"0": {"position": 1183, "speed": 8000}}',""
3.59,POSITION,'{"0": {"position": 1224, "speed": 8000}}',""
3.6,POSITION,'{"0": {"position": 1251, "speed": 8000}}',""
3.61,POSITION,'{"0": {"position": 1277, "speed": 8000}}',""
3.63,POSITION,'{"0": {"position": 1434, "speed": 8000}}',""
3.64,POSITION,'{"0": {"position": 1467, "speed": 8000}}',""
3.65,POSITION,'{"0": {"position": 1486, "speed": 8000}}',""
3.66,POSITION,'{"0": {"position": 1524, "speed": 8000}}',""
3.68,POSITION,'{"0": {"position": 1562, "speed": 8000}}',""
3.69,POSITION,'{"0": {"position": 1601, "speed": 8000}}',""
3.7,POSITION,'{"0": {"position": 1618, "speed": 8000}}',""
3.72,POSITION,'{"0": {"position": 1633, "speed": 8000}}',""
3.73,POSITION,'{"0": {"position": 1610, "speed": 8000}}',""
3.75,POSITION,'{"0": {"position": 1465, "speed": 8000}}',""
3.76,POSITION,'{"0": {"position": 1426, "speed": 8000}}',""
3.77,POSITION,'{"0": {"position": 1195, "speed": 8000}}',""
3.78,POSITION,'{"0": {"position": 1001, "speed": 8000}}',""
3.8,POSITION,'{"0": {"position": 958, "speed": 8000}}',""
3.81,POSITION,'{"0": {"position": 800, "speed": 8000}}',""
3.91,POSITION,'{"0": {"position": 872, "speed": 8000}}',""
3.93,POSITION,'{"0": {"position": 896, "speed": 8000}}',""
3.94,POSITION,'{"0": {"position": 1121, "speed": 8000}}',""
3.95,POSITION,'{"0": {"position": 1145, "speed": 8000}}',""
3.96,POSITION,'{"0": {"position": 1301, "speed": 8000}}',""
3.98,POSITION,'{"0": {"position": 1334, "speed": 8000}}',""
3.99,POSITION,'{"0": {"position": 1355, "speed": 8000}}',""
4.0,POSITION,'{"0": {"position": 1519, "speed": 8000}}',""
4.02,POSITION,'{"0": {"position": 1542, "speed": 8000}}',""
4.03,POSITION,'{"0": {"position": 1564, "speed": 8000}}',""
4.04,POSITION,'{"0": {"position": 1612, "speed": 8000}}',""
4.06,POSITION,'{"0": {"position": 1656, "speed": 8000}}',""
4.07,POSITION,'{"0": {"position": 1675, "speed": 8000}}',""
4.08,POSITION,'{"0": {"position": 1707, "speed": 8000}}',""
4.09,POSITION,'{"0": {"position": 1723, "speed": 8000}}',""
4.11,POSITION,'{"0": {"position": 1754, "speed": 8000}}',""
4.12,POSITION,'{"0": {"position": 1798, "speed": 8000}}',""
4.13,POSITION,'{"0": {"position": 1822, "speed": 8000}}',""
4.15,POSITION,'{"0": {"position": 1849, "speed": 8000}}',""
4.16,POSITION,'{"0": {"position": 1900, "speed": 8000}}',""
4.17,POSITION,'{"0": {"position": 1925, "speed": 8000}}',""
4.18,POSITION,'{"0": {"position": 1969, "speed": 8000}}',""
4.2,POSITION,'{"0": {"position": 2009, "speed": 8000}}',""
4.21,POSITION,'{"0": {"position": 2031, "speed": 8000}}',""
4.22,POSITION,'{"0": {"position": 2077, "speed": 8000}}',""
4.23,POSITION,'{"0": {"position": 2200, "speed": 8000}}',""
4.5,POSITION,'{"0": {"position": 2155, "speed": 8000}}',""
4.52,POSITION,'{"0": {"position": 2140, "speed": 8000}}',""
4.53,POSITION,'{"0": {"position": 1973, "speed": 8000}}',""
4.54,POSITION,'{"0": {"position": 1791, "speed": 8000}}',""
4.55,POSITION,'{"0": {"position": 1586, "speed": 8000}}',""
4.57,POSITION,'{"0": {"position": 1571, "speed": 8000}}',""
4.58,POSITION,'{"0": {"position": 1396, "speed": 8000}}',""
4.59,POSITION,'{"0": {"position": 1391, "speed": 8000}}',""
4.6,POSITION,'{"0": {"position": 1379, "speed": 8000}}',""
4.61,POSITION,'{"0": {"position": 1372, "speed": 8000}}',""
4.63,POSITION,'{"0": {"position": 1367, "speed": 8000}}',""
4.64,POSITION,'{"0": {"position": 1372, "speed": 8000}}',""
4.65,POSITION,'{"0": {"position": 1398, "speed": 8000}}',""
4.67,POSITION,'{"0": {"position": 1423, "speed": 8000}}',""
4.68,POSITION,'{"0": {"position": 1575, "speed": 8000}}',""
4.69,POSITION,'{"0": {"position": 1583, "speed": 8000}}',""
4.7,POSITION,'{"0": {"position": 1608, "speed": 8000}}',""
4.71,POSITION,'{"0": {"position": 1620, "speed": 8000}}',""
4.73,POSITION,'{"0": {"position": 1649, "speed": 8000}}',""
4.74,POSITION,'{"0": {"position": 1685, "speed": 8000}}',""
4.76,POSITION,'{"0": {"position": 1706, "speed": 8000}}',""
4.77,POSITION,'{"0": {"position": 1759, "speed": 8000}}',""
4.78,POSITION,'{"0": {"position": 1812, "speed": 8000}}',""
4.8,POSITION,'{"0": {"position": 1859, "speed": 8000}}',""
4.81,POSITION,'{"0": {"position": 1879, "speed": 8000}}',""
4.82,POSITION,'{"0": {"position": 1896, "speed": 8000}}',""
4.83,POSITION,'{"0": {"position": 1922, "speed": 8000}}',""
4.85,POSITION,'{"0": {"position": 1948, "speed": 8000}}',""
4.86,POSITION,'{"0": {"position": 1963, "speed": 8000}}',""
4.87,POSITION,'{"0": {"position": 1991, "speed": 8000}}',""
4.88,POSITION,'{"0": {"position": 2017, "speed": 8000}}',""
4.9,POSITION,'{"0": {"position": 2029, "speed": 8000}}',""
4.91,POSITION,'{"0": {"position": 2040, "speed": 8000}}',""
4.92,POSITION,'{"0": {"position": 2062, "speed": 8000}}',""
4.94,POSITION,'{"0": {"position": 2081, "speed": 8000}}',""
4.95,POSITION,'{"0": {"position": 2091, "speed": 8000}}',""
4.96,POSITION,'{"0": {"position": 2110, "speed": 8000}}',""
4.97,POSITION,'{"0": {"position": 2121, "speed": 8000}}',""
4.99,POSITION,'{"0": {"position": 2145, "speed": 8000}}',""
5.0,POSITION,'{"0": {"position": 2200, "speed": 8000}}',""
5.11,POSITION,'{"0": {"position": 2135, "speed": 8000}}',""
5.12,POSITION,'{"0": {"position": 2118, "speed": 8000}}',""
5.13,POSITION,'{"0": {"position": 1908, "speed": 8000}}',""
5.14,POSITION,'{"0": {"position": 1671, "speed": 8000}}',""
5.16,POSITION,'{"0": {"position": 1500, "speed": 8000}}',""
5.17,POSITION,'{"0": {"position": 1483, "speed": 8000}}',""
5.18,POSITION,'{"0": {"position": 1272, "speed": 8000}}',""
5.2,POSITION,'{"0": {"position": 1258, "speed": 8000}}',""
5.21,POSITION,'{"0": {"position": 1056, "speed": 8000}}',""
5.22,POSITION,'{"0": {"position": 1018, "speed": 8000}}',""
5.23,POSITION,'{"0": {"position": 855, "speed": 8000}}',""
5.25,POSITION,'{"0": {"position": 800, "speed": 8000}}',""
5.35,POSITION,'{"0": {"position": 804, "speed": 8000}}',""
5.37,POSITION,'{"0": {"position": 821, "speed": 8000}}',""
5.38,POSITION,'{"0": {"position": 840, "speed": 8000}}',""
5.39,POSITION,'{"0": {"position": 1059, "speed": 8000}}',""
5.4,POSITION,'{"0": {"position": 1078, "speed": 8000}}',""
5.41,POSITION,'{"0": {"position": 1245, "speed": 8000}}',""
5.43,POSITION,'{"0": {"position": 1286, "speed": 8000}}',""
5.44,POSITION,'{"0": {"position": 1441, "speed": 8000}}',""
5.45,POSITION,'{"0": {"position": 1454, "speed": 8000}}',""
5.47,POSITION,'{"0": {"position": 1490, "speed": 8000}}',""
5.48,POSITION,'{"0": {"position": 1664, "speed": 8000}}',""
5.49,POSITION,'{"0": {"position": 1680, "speed": 8000}}',""
5.51,POSITION,'{"0": {"position": 1857, "speed": 8000}}',""
5.52,POSITION,'{"0": {"position": 1871, "speed": 8000}}',""
5.53,POSITION,'{"0": {"position": 1882, "speed": 8000}}',""
5.55,POSITION,'{"0": {"position": 1908, "speed": 8000}}',""
5.56,POSITION,'{"0": {"position": 1934, "speed": 8000}}',""
5.57,POSITION,'{"0": {"position": 1950, "speed": 8000}}',""
5.59,POSITION,'{"0": {"position": 1985, "speed": 8000}}',""
5.6,POSITION,'{"0": {"position": 2028, "speed": 8000}}',""
5.61,POSITION,'{"0": {"position": 2053, "speed": 8000}}',""
5.62,POSITION,'{"0": {"position": 2200, "speed": 8000}}',""
