time,instruction,arg_1,arg_2
0,PHONEME,rest
0.25,PHONEME,etc
0.29,PHONEME,U
0.33,PHONEME,etc
0.38,PHONEME,U
0.42,PHONEME,etc
0.46,PHONEME,AI
0.5,PHONEME,etc
0.54,PHONEME,AI
0.62,PHONEME,etc
0.67,PHONEME,AI
0.75,PHONEME,etc
0.88,PHONEME,AI
0.92,PHONEME,etc
0.96,PHONEME,AI
1.04,PHONEME,etc
1.21,PHONEME,AI
1.38,PHONEME,etc
1.5,PHONEME,rest
3.04,PHONEME,etc
3.12,PHONEME,AI
3.21,PHONEME,etc
3.46,PHONEME,AI
3.5,PHONEME,etc
3.58,PHONEME,FV
3.62,PHONEME,etc
3.71,PHONEME,U
3.75,PHONEME,etc
3.88,PHONEME,AI
4.0,PHONEME,etc
4.17,PHONEME,E
4.38,PHONEME,etc
4.54,PHONEME,rest
6.25,PHONEME,AI
6.88,PHONEME,etc
6.96,PHONEME,O
7.0,PHONEME,etc
7.08,PHONEME,AI
7.12,PHONEME,etc
7.17,PHONEME,WQ
7.21,PHONEME,etc
7.25,PHONEME,WQ
7.5,PHONEME,E
7.75,PHONEME,etc
7.96,PHONEME,AI
8.21,PHONEME,etc
8.54,PHONEME,rest
