time,instruction,arg_1,arg_2
0.00,PARALLEL_SEQUENCE,falling_asleep/eyelids_loop_1.csv,
0.00,PARALLEL_SEQUENCE,falling_asleep/eyes_loop_1.csv,
0.00,PARALLEL_SEQUENCE,falling_asleep/eyebrows_loop_1.csv,
0.00,PARALLEL_SEQUENCE,falling_asleep/mouth_loop_1.csv,
