state,interaction_name
IDLE,idle_1
ACTIVATING,waking
INTERRUPTED_ACTIVATING,waking_fast
ACTIVE,
ACTIVE,
ACTIVE,
ACTIVE,
ACTIVE,
ACTIVE,
ACTIVE,
ACTIVE,
ACTIVE,
ACTIVE,
ACTIVE,
ACTIVE,
INTERRUPTED_DEACTIVATING,oh_youre_off
INTERRUPTED_DEACTIVATING,falling_asleep_fast
DEACTIVATING,
DEACTIVATING,falling_asleep
