time,instruction,arg_1,arg_2
0.0,POSITION,'{"7": {"position": 1545, "speed": 8000}, "6": {"position": 1505, "speed": 8000}}',""
0.0,POSITION,'{"5": {"position": 1153, "speed": 8000}}',""
0.02,POSITION,'{"5": {"position": 1130, "speed": 8000}}',""
0.03,POSITION,'{"7": {"position": 1540, "speed": 8000}, "6": {"position": 1511, "speed": 8000}}',""
0.03,POSITION,'{"5": {"position": 1084, "speed": 8000}}',""
0.04,POSITION,'{"7": {"position": 1537, "speed": 8000}, "6": {"position": 1516, "speed": 8000}}',""
0.04,POSITION,'{"5": {"position": 1037, "speed": 8000}}',""
0.05,POSITION,'{"7": {"position": 1535, "speed": 8000}, "6": {"position": 1518, "speed": 8000}}',""
0.05,POSITION,'{"5": {"position": 1017, "speed": 8000}}',""
0.07,POSITION,'{"7": {"position": 1531, "speed": 8000}, "6": {"position": 1523, "speed": 8000}}',""
0.07,POSITION,'{"5": {"position": 979, "speed": 8000}}',""
0.08,POSITION,'{"7": {"position": 1529, "speed": 8000}, "6": {"position": 1525, "speed": 8000}}',""
0.08,POSITION,'{"5": {"position": 964, "speed": 8000}}',""
0.09,POSITION,'{"7": {"position": 1525, "speed": 8000}, "6": {"position": 1530, "speed": 8000}}',""
0.1,POSITION,'{"5": {"position": 938, "speed": 8000}}',""
0.11,POSITION,'{"7": {"position": 1523, "speed": 8000}, "6": {"position": 1533, "speed": 8000}}',""
0.11,POSITION,'{"5": {"position": 919, "speed": 8000}}',""
0.12,POSITION,'{"7": {"position": 1521, "speed": 8000}, "6": {"position": 1535, "speed": 8000}}',""
0.12,POSITION,'{"5": {"position": 907, "speed": 8000}}',""
0.13,POSITION,'{"5": {"position": 903, "speed": 8000}}',""
0.15,POSITION,'{"5": {"position": 906, "speed": 8000}}',""
0.16,POSITION,'{"5": {"position": 912, "speed": 8000}}',""
0.17,POSITION,'{"5": {"position": 931, "speed": 8000}}',""
0.18,POSITION,'{"5": {"position": 946, "speed": 8000}}',""
0.19,POSITION,'{"5": {"position": 981, "speed": 8000}}',""
0.21,POSITION,'{"5": {"position": 1004, "speed": 8000}}',""
0.22,POSITION,'{"7": {"position": 1520, "speed": 8000}, "6": {"position": 1537, "speed": 8000}}',""
0.22,POSITION,'{"5": {"position": 1182, "speed": 8000}}',""
