MohoSwitch1
-1 rest
4 AI
6 
12 WQ
13 AI
14 etc
15 AI
16 MBP
18 E
20 O
21 L
22 AI
23 etc
24 MBP
27 AI
29 O
31 etc
33 AI
35 etc
37 E
39 etc
43 rest
