time,instruction,arg_1,arg_2
0.00,PARALLEL_SEQUENCE,just_get_a_hold/jaw.csv,
0.00,PARALLEL_SEQUENCE,just_get_a_hold/L7_I_just_get_a_hold_phonemes.csv,
0.00,PARALLEL_SEQUENCE,just_get_a_hold/eyebrows.csv,
0.00,PARALLEL_SEQUENCE,just_get_a_hold/eyelids.csv,
0.00,PARALLEL_SEQUENCE,just_get_a_hold/eyes.csv,
